Id,Sentence,Categories,Head,Target Party,Specificity,Split
52,2016-05-16 00:00:00,Assertive,51,Other,,1.0
53,Media Release – excerpt,Assertive,51,Other,,1.0
54,"Penalties totalling $94,600 have been ordered against the CFMEU, the CEPU and three union officials following unlawful industrial action targeting the $45 billion Ichthys LNG development, one of the world’s most significant oil and gas projects.",Assertive-V,51,Other,,
55,The penalties arise from action taken at the project’s “park and ride” facilities at Yarrawonga and Darwin airport. ,Assertive,51,Other,,
56,The facilities allowed workers to park their vehicles before being transported by bus to the project’s onshore facility at Bladin Point near Darwin,Assertive,51,Other,,1.0
57,"<li> CFMEU and official fined $78,000: Judge says official “not the least bit troubled about breaking the law” </li>  </LIST>",Assertive-V,24,Other,,1.0
58,2016-05-13 00:00:00,Assertive,57,Other,,1.0
59,Media Release – excerpt,Assertive,57,Other,,1.0
60,"The CFMEU and official Joe Myles have been dealt penalties of $78,000 for blockading the taxpayer-funded $4.3 billion Regional Rail Link project site, preventing the delivery of concrete to the site and causing tonnes of wastage.",Assertive,57,Other,,
61,"Notably, Mr Myles was penalised $18,000 with Judge Mortimer ordering that the CFMEU must not reimburse Mr Myles, or pay the penalty on his behalf. ",Assertive,57,Other,,
62,"The CFMEU was also penalised $60,000.",Assertive,57,Other,,
