Id,Sentence,Categories,Head,Target Party,Specificity,Split
39,But that in itself reminds us that we are in a low-growth global economy and we need to have a weather eye out for significant headwinds.,Assertive,40,Liberal,,
40,"Given that uncertainty, my strong sense is that what Australians are looking for most from this election, is a step up in political culture - strong, decisive, resolute leadership, yet with a focus on what unites rather than divides.",Assertive,41,Liberal,,
41,That is the leadership my team and I offer to the Australian people.,Assertive-V,42,Liberal,,
42,"During the campaign, you have heard me emphasise the critical importance of Australians electing a strong Coalition majority Government.",Assertive,43,Liberal,,
43,"Open markets, globalisation, the speed of technological advancement is changing our world at a scale and a pace unprecedented in human experience.",Assertive,44,Liberal,,
44,"In this dynamic global economy, our opportunities as Australians have never been greater, nor our horizons wider.",Assertive,45,Liberal,,
45,"But to succeed in the 21st century is not a given: we as Australians have to make our own luck, we have to make the transition to an economy that is more diverse, more innovative, smarter, more productive – an economy that wins and keeps on winning.",Assertive,46,Liberal,,
46,"Australia’s 24 million people - all of us - all Australians, they are our greatest asset.",Assertive,47,Liberal,,
47,"The talent, ingenuity and enterprise of hard-working Australians has delivered great success to this nation.",Assertive,48,Liberal,,
48,"For that success story to continue in the decades ahead, we have to make important choices and that’s why I am asking my fellow Australians, at this election, to support our Coalition’s National Economic Plan for a Strong New Economy.",Directive,49#51,Liberal,,
49,A stronger economy provides the jobs and the growth that allows people to plan their lives with greater confidence and certainty.,Assertive-V,50#52,Liberal,,
50,"It provides the economic benefits to pay the mortgage, buy a car, put the kids through school, pay for a holiday.",Assertive-V,,Liberal,,
51,A stronger economy guarantees funding for vital social services.,Assertive-V,52,Liberal,,
52,"Now economic security is a concept known to every family as it maps out the household budget; by every mum and dad worried about their job, worried about the next pay cheque, worried about the next contract.",Assertive,53,Other,,
53,"My vision is to set Australia up for decades to come as a high wage, first world economy of the 21st century with a generous social welfare safety net.",Commissive-O,54#56#57#60,Liberal,,
54,"That means a thriving business sector, where small family enterprises are encouraged to think big.",Assertive,55,Liberal,,
55,Our Enterprise Tax Plan does just that.,Assertive-V,,Liberal,,
56,It means Australia is competing with the world’s best in the high tech industries and the jobs of the future.,Assertive,,Liberal,,
57,"I want to see our farmers and our service industries flourishing like never before, with millions of new customers in the markets of Asia to our north, where half of the world’s middle class will soon reside.",Assertive,,Liberal,,
58,"According to the Australian Bureau of Statistics, the number of small businesses now exporting increased by 12.9 per cent in the last financial year alone.",Assertive-V,57#59,Liberal,,
59,"They are taking advantage of our export trade deals with China, Korea, Japan and Singapore, which provide premium access for Australian business to the leading economies in our part of the world.",Assertive-V,,Liberal,,
60,And it will only be disciplined financial management and a strong economy that can deliver the growth in revenues to guarantee funding for health and education and all the other services Australians want and expect from government.,Assertive,61,Liberal,,
61,"If you want a strong Medicare and we do, if you want well-funded schools and world-class roads and hospitals and infrastructure and we do - you need a strong economy to pay for it.",Assertive,62#63,Liberal,,
62,Our plan gives Australians and Australian families economic security in an uncertain world.,Assertive-V,,Liberal,,
63,Now our opponents at this election cannot offer that reassurance – they do not have an economic plan.,Assertive-V,,Labor,,
64,"Labor’s one and only strategy is to tiptoe back into government in a chaotic alliance with Greens, minor parties and independents.",Assertive-V,63#65,Labor,,
65,"In an uncertain world, Labor offers only greater uncertainty.",Assertive-V,,Labor,,
66,"They have nothing to say about jobs, growth or our economic future.",Assertive-V,65#67,Labor,,
67,"Instead they talk about higher taxes, more spending, higher deficits, more debt.",Assertive-V,68,Labor,,
68,They have been making commitments they cannot pay for and cannot deliver.,Assertive-V,69,Labor,,
69,That explains the shambles around their budget costings.,Assertive-V,70#75,Labor,,
70,"Over this campaign, it has been a sorry tale of Labor budget backflips and policy reversals.",Assertive-S,,Labor,,
71,"The first was on foreign aid, where they previously had said our policy approach was one they “certainly couldn’t continue with”.",Assertive-S,70,Labor,,
72,"Then they backflipped on the $4.5 billion Schoolkids Bonus, which they had previously said was“a demonstration of Labor's commitment to education.”",Assertive-S,70,Labor,,
73,And then there’s the changes to the pension asset test - another backflip.,Assertive-S,70#74,Labor,,
74,"They were the same changes that Bill Shorten only opposed very recently in his book, saying that “when Labor formulates retirement policy...we look beyond the headlines and cheap politics.”",Assertive-S,,Labor,,
75,"Then in the shadow of our Coalition campaign rally and away from the critical eye of all of you here in the Canberra Press Gallery, Labor finally unveiled their Budget costings.",Assertive,76#77#87#92#95,Labor,,
76,"In that document, Labor not only revealed they have no plan for jobs and growth.",Assertive-V,,Labor,,
77,They acknowledged that their fiscal strategy is to drag the Budget further into red ink by $16.5 billion over the next four years.,Assertive-V,78,Labor,,
78,"In fact, Labor’s bottom line will be worse than the Coalition over the next seven years.",Assertive-V,79,Labor,,
79,"Put another way, by the election in 2022, Labor would still not have enough savings to pay for the promises they’ve made in this election.",Assertive-V,80#81,Labor,,
80,Labor would be borrowing over $11 million more than the Government each and every day over the next four years.,Assertive-V,,Labor,,
81,"Their budget bottom line over the medium term relies on over $100 billion in additional taxes, with tax revenue approaching 26 per cent of GDP – this would take Labor to the highest tax-to-GDP ratio in this country since at least 1970.",Assertive-V,82,Labor,,
82,Labor’s fiscal strategy is predicated on no further tax relief for a decade or more.,Assertive-V,83,Labor,,
83,"By 2027, under that scenario, an additional 750,000 Australians will be paying the top marginal tax rate of 49 per cent - a $19 billion tax grab guaranteed to stifle the incentives to work.",Assertive-V,84,Labor,,
84,"Hard-working Australians will be appalled and the closer you look, the more destructive it becomes.",Assertive-V,85,Labor,,
85,A negative gearing and capital gains tax policy which aims to hit Australians with $37 billion of tax increases - one of the largest tax increases in recent history.,Assertive-V,86,Labor,,
86,"Yet Labor refuses to reveal what impact it believes this massive tax hike will have on housing prices, rents, investment, housing supply, confidence, or the wider economy.",Assertive,96#111,Labor,,
87,A superannuation policy which extraordinarily banks all of the revenue that the Government’s policies will raise - but which - adopts none of the Government’s policies.,Assertive-V,88,Labor,,
88,The refusal by Labor to identify the policy measures to support these savings defies all of the rules and rigours of public finance.,Assertive-V,89,Labor,,
89,"For all we know, Labor could adopt the Greens’ superannuation policies.",Assertive-V,90,Labor,,
90,Sixteen million Australians planning for retirement are left with not a clue about how Labor would change the superannuation system. ,Assertive,91,Labor,,
91,How is this acceptable?,Interrogative,96#111,Labor,,
92,"A hospitals policy which provides or promises an additional $2 billion over 11 years - when Labor has for the last two years, been promising an additional $57 billion in spending.",Assertive-S,93,Labor,,
93,They have failed to fund over 96 per cent of the so-called hospital cuts they solemnly swore they would restore and were advertising on television about last night.,Assertive-V,94,Labor,,
94,What a Labor hoax.,Assertive-V,96#111,Labor,,
95,And a childcare policy that increases funding over the first two years and then cuts it over the next two.,Assertive-V,96#111,Labor,,
96,"In contrast, my Coalition team takes a methodical approach to Budget repair.",Assertive-V,97,Liberal,,
97,Living within our means is fundamental to the Coalition’s national economic plan.,Assertive-V,98,Liberal,,
98,"For every new dollar we spend, we make sure we find another dollar at least, through savings, elsewhere in the Budget.",Assertive-V,99#101,Liberal,,
99,"The Treasurer, Scott Morrison, brought down our Budget on May 3 ",Assertive-S,100,Liberal,,1.0
100,which showed net improvements to the Budget of $1.7 billion.,Assertive-V,,Liberal,,
101,We began submitting campaign costings on 17 June.,Assertive-S,102,Liberal,,
102,They are publicly available for all to examine and question.,Assertive,103,Liberal,,
103,"The end result of our announcements over the campaign is an improvement in the Budget bottom line each and every year, totalling $1.1 billion.",Assertive-V,,Liberal,,
104,"In the Budget we announced as you know, the most comprehensive changes to the taxation of superannuation in a decade.",Assertive-S,99#105,Liberal,,
105,"Now not all of these policies have been popular, but they make the system fairer and more flexible.",Assertive-V,106,Liberal,,
106,We had the courage to put them in the Budget and take them to an election.,Assertive,,Liberal,,
107,We will not be making any further changes to superannuation in the next term of Government if we are re-elected.,Commissive-A,99#108#109,Liberal,Specific,
108,Mr Shorten cannot match that claim.,Assertive-V,110,Labor,,
109,Our superannuation goes to the heart of economic security.,Assertive,110,Liberal,,
110,"Mr Shorten and Labor are now a policy vacuum on this vital issue, playing political games with the retirement plans of millions of Australians.",Assertive-V,111,Labor,,
111,Like his Budget black hole this demonstrates no economic leadership at all.,Assertive-V,112,Labor,,
112,Labor’s recklessness is utterly ill-suited to the demands of our times.,Assertive,113,Labor,,
113,They are in denial about the state of the Budget and the risks in the global economy.,Assertive,115,Labor,,
114,"As leading economists have confirmed, if elected, Labor’s fiscal profligacy and ill-discipline could put our AAA credit rating at risk.",Assertive-V,113,Labor,,
115,Bill Shorten has no economic plan to deal with the challenges of securing our future in the 21stcentury.,Assertive-V,116,Labor,,
116,His priority at the election is purely political.,Assertive,117,Labor,,
117,"As he says himself, he wants to run Australia like a trade union.",Assertive,118#119,Labor,,
118,How else to explain his incredibly ideological war against business.,Assertive,,Labor,,
119,How else to explain his dishonest campaign to frighten frail and elderly people into thinking their health services are at risk.,Assertive,120,Labor,,
120,Medicare is guaranteed under the Coalition and Bill Shorten knows it.,Assertive-V,121,Liberal,,
121,He has been mocked in this very room for spreading these falsehoods.,Assertive,122,Labor,,
122,"He diminishes only himself, but he persists with these lies in the hope that he can deceive enough Australians to think that government services never at risk are under threat.",Assertive,123,Labor,,
123,Australians are well and truly over this tactic of setting out deliberately and dishonestly to fuel fear and division.,Assertive,124,Labor,,
124,"The only long-term threat to our universal health care system is the risk of governments adopting tax and spend policies that stifle economic growth, damage business confidence, discourage investment and employment.",Assertive-V,125,Labor,,
125,"Only a stronger economy can deliver the growth in revenues we need to pay, in the longer term, for the services that we want.",Assertive,126#127#128#129#130,Liberal,,
126,And only the Coalition has the plan to drive that growth.,Assertive-V,,Liberal,,
127,Only the Coalition has a plan to support investment and create jobs.,Assertive-V,,Liberal,,
128,"Only the Coalition’s spending commitments are fully funded, with a sustainable path to surplus.",Assertive-V,,Liberal,,
129,Only the Coalition will protect our borders and keep Australians safe.,Assertive-V,,Liberal,,
130,"And only the Coalition can form strong, stable majority Government.",Assertive-V,131,Liberal,,
131,It is worth remembering that Australia has not had a strong majority Government returned to office at an election going back to 2007.,Assertive,132,Other,,
132,And that is why this election is a critical choice for Australians.,Assertive,133,Other,,
133,"Leave it to independents and preferences to decide and Australians will find themselves, this time next week, with no clarity about their future.",Assertive,134,Other,,
134,"It is a roll of the dice that could well result in Bill Shorten as Prime Minister, with unions, Greens and independents pulling the strings.",Assertive,135,Labor,,
135,This threat is real.,Assertive,136,Labor,,
136,"So when it comes to the minor parties - be they Lambie, Xenophon, Lazarus or Hanson - Australians need to consider very carefully the impact on practical policy outcomes and the workability of the Parliament.",Assertive,137,Other,,
137,"I say to Australians again; if you don’t know the leader of a minor party, or if that is all you know - the identity of the minor party’s leader, but you don’t know their candidates - and you don’t really know their policies, then don’t vote for them.",Assertive,138,Other,,
138,Australians won’t want to end up next week with a result they didn’t see coming.,Assertive,139,Other,,
139,"So I say again, a vote for Labor, Greens or an independent in one of the 20 key battleground seats across the country, is, in effect, a vote for the chaos of a hung parliament; a budget black hole; big Labor taxes; less jobs; more boats.",Assertive-V,140,Labor,,
140,"We can have the sort of chaotic government we see in today’s Queensland, with a minority Labor Government trapped in policy paralysis.",Assertive-V,141,Labor,,
141,"Or there is the alternative model of a stable, confident administration under Premier Mike Baird in NSW, where a strong economy and strong Budget position is funding new roads and rail and better health and education.",Assertive-V,142,Liberal,,
142,So that is why I am urging Australians to vote for their local Liberal or National candidate in the House and in the Senate ,Directive,143#150,Liberal,,1.0
143,and to return a stable Coalition majority Government so we can stick to the plan that is delivering jobs and growth and securing our economic future.,Assertive-V,,Liberal,,
144,"Now obviously, there is not the time here to name them all, but can I mention just two local candidates who exemplify the dedication and the energy we ask of our elected representatives.",Assertive,145,Liberal,,
145,"Ned Mannoun, in the southwest Sydney seat of Werriwa and Julia Banks, our candidate for the seat of Chisholm, in Melbourne’s east, have both campaigned so well.",Assertive,146#147#148#149,Liberal,,
146,They are in with a chance of claiming two long-held Labor electorates.,Assertive-V,,Liberal,,
147,Both are part of our great story as an immigrant nation.,Assertive,151,Liberal,,
148,Both come with direct practical experience in business.,Assertive,151,Liberal,,
149,Both bring real passion and commitment to the communities they serve.,Assertive,151,Liberal,,
150,"So today, as I urge all Australians to vote for their local Liberal and National candidates in the House and in the Senate, ",Directive,151#152,Liberal,,1.0
151,"I give a special shout out to Ned Mannoun in Werriwa and Julia Banks in Chisholm, two outstanding candidates.",Assertive,,Liberal,,
152,"Now, my Coalition team is determined that we show strong economic leadership and bring all our experience to the task of building a strong new economy.",Assertive,153,Liberal,,
153,"Our role as leaders is to address the real priorities in people’s lives – secure incomes, sustainable health and education systems, a safe society and more and better jobs for their children.",Assertive,154,Liberal,,
154,Every element of our Coalition economic plan is directed at delivering the stronger economy so vital for Australians to achieve these aspirations.,Assertive-V,155,Liberal,,
155,"Together, Australians have the talents and the capacity to make the successful transition to a stronger new economy.",Assertive,156,Liberal,,
156,"Together, as a nation, we have the resourcefulness, the resilience to get the job done.",Assertive,157,Liberal,,
157,"And I believe Australians, overwhelmingly, would think it is not before time that our Parliament began to work with a greater unity of purpose towards that goal.",Assertive,158,Liberal,,
158,"So get the next three years right, stick together, stick to our economic plan and we can all look forward with confidence and optimism to an Australia where our very best years are still ahead of us.",Assertive-V,,Liberal,,
