Id,Sentence,Categories,Head,Target Party,Specificity,Split
14,"“Based on the independent evaluation, the Government will also consider how best to ensure that the Diagnostic Imagining Schedule fees keep pace with costs into the future.”",Commissive-A,1,Liberal,Vague,
15,"To ensure that taxpayer investments in diagnostic imaging are targeted as well as they could be for patients, Ms Ley also announced the Australian Diagnostic Imaging Association had accepted the Government’s measure to only maintain the bulk billing incentive for concessional patients and those under 16 for diagnostic imaging, consistent with current incentives paid to GP services.",Assertive-V,16,Liberal,,
16,"This measure will commence for diagnostic imaging only from 1 January 2017, to allow time for the independent evaluation to be completed and the outcomes to be implemented.",Commissive-A,1,Liberal,Specific,
17,It’s understood from consultations with the diagnostic imaging sector that there may be opportunities to realise further efficiencies worth as much as $50 million per year by better targeting taxpayer investment.,Assertive-V,4#18#30,Liberal,,
18,"In addition to the independent evaluation, Ms Ley said the Government’s MBS Taskforce being led by Prof. Bruce Robinson would continue its in-depth work to ensure individual Medicare items for diagnostic imaging are clinically-necessary and evidenced-based.",Commissive-A,19,Liberal,Specific,
19,"“This package is another example of the Turnbull Coalition undertaking innovative agreements in health that mutually benefit patients, providers and taxpayers,” Ms Ley said.",Assertive-V,,Liberal,,
20,“It’s also important to remember a re-elected Turnbull Coalition Government will increase investment in Medicare to $26 billion per year by 2021.,Commissive-A,18#22,Liberal,Specific,
21,“This includes a $4 billion increase in just four years and we must ensure every dollar lands as close to the patient as possible.,Commissive-A,20,Liberal,Specific,
22,“Only a re-elected Coalition can be trusted to deliver a Healthier Medicare for all Australians.”,Assertive-V,,Liberal,,
23,<LIST> Key details of a re-elected Turnbull Coalition Government's plan for access to affordable diagnostic imaging for all Australians,Commissive-A,34,Liberal,Vague,1.0
24,"<li> The Coalition will immediately commission an independent evaluation, in consultation with the sector, into the broader commercial environment, including cost pressures, of comprehensive diagnostic imaging practices. </li>",Commissive-A,3#34,Liberal,Specific,
25,<li> The Coalition’s MBS Taskforce being led by Prof. Bruce Robinson will continue its in-depth work to ensure individual Medicare items for diagnostic imaging are clinically-necessary and evidenced-based. </li>,Commissive-A,18#34,Liberal,Specific,
26,<li> The proposed measure to remove bulk billing incentives for non-concession card holders and those over 16 will commence on 1 January 2017 to ensure the independent evaluation can be completed and the outcome implemented.,Commissive-A,16#34,Liberal,Specific,
27,The bulk billing incentive will remain for concession card holders and those under 16 as per the original measure. </li>,Commissive-A,26,Liberal,Specific,
28,"<li> The Coalition will introduce a Quality Framework based on the Royal Australian and New Zealand College of Radiologist’s recommendations, including for CT imaging, to ensure patients are receiving high quality and safe services. </li>",Commissive-A,34,Liberal,Specific,
29,"<li> Consistent with other policy decisions the government has made, the Coalition will not change the Diagnostic Imaging Services Table, excluding those from the MBS Taskforce, for the next three years, without consultation and agreement with the sector. </li>",Commissive-A,25#34,Liberal,Specific,
30,"<li> The Coalition will also work with the diagnostic imaging sector to deal with broader issues in the sector, including structural reform to address roadblocks to improved efficiency.",Commissive-A,31#34,Liberal,Vague,
31,This is essential to support fiscal sustainability and patient access to quality services in the long-term. </li>,Assertive-V,,Liberal,,
32,<li> The Coalition will ensure that diagnostic imaging indexation resumes when the current GP rebate indexation freeze concludes </li>,Commissive-A,34,Liberal,Specific,1.0
33,<li> The Coalition will continue consultation with the sector during the transition and implementation phase of this policy </li>,Commissive-A,32,Liberal,Specific,1.0
34,<li> The Coalition’s policy will ensure Australians continue to have affordable and safe access to diagnostic imaging services. </li> </LIST>,Commissive-O,1,Liberal,,
