Id,Sentence,Categories,Target Party,Specificity,Split
38,"And in this election, there are at least 12 candidates from across all political parties who identify as Aboriginal and Torres Strait Islander seeking a position in our Federal Parliament.",Assertive,Other,,
39,"From the west coast where Ken Wyatt, the first Aboriginal Member of the House of Representatives is seeking re-election; across to the east coast to the heart of our biggest city, where a young man called Geoffrey Winters is running for the seat of Sydney.",Assertive,Other,,
40,"If six or seven of those candidates are successful, we will have parity in our Parliament - that is, our First Australians will be represented in the Parliament as they are in the population.",Assertive,Other,,
41,There is much more to be done - but we should celebrate these achievements as milestones.,Assertive,Other,,
42,"Handing back your land must be done with an acknowledgement of the injustices and the trauma of the past, much of which Aboriginal people still live with today.",Assertive,Other,,
43,"Prior to the arrival of the Europeans, this land, Australia, was cared for by hundreds of nations of Aboriginal people.",Assertive,Other,,
44,Yours are the oldest continuing cultures on earth.,Assertive,Other,,
45,"Our nation is as old as humanity itself and the Larrakia people were and are, the Aboriginal people of the Darwin region.",Assertive,Other,,
46,"In policies past, Larrakia people were not treated with the respect they deserved - you were confined to reserves, your movement was restricted, your camps like Lameroo Beach were relocated to compounds and over generations, children were separated from their families.",Assertive,Other,,
47,This trauma and suffering cannot be denied and today we acknowledge these injustices.,Assertive,Other,,
48,"But today, with the recognition of you as Traditional Owners and with your land being handed back to you - we look to the future with hope and with optimism.",Assertive,Other,,
49,The successful resolution of the Kenbi Land Claim shows the capacity of our laws to deliver justice for our First Australians.,Assertive,Other,,
50,"Although a long and protracted process, it has produced a result that will ensure the Belyuen group and the Larrakia people more broadly have cultural, social and economic opportunities into the future - and that the sharing of benefits can occur in a way that respects the findings of Australian Laws and meets the cultural requirements of the Larrakia people.",Assertive,Other,,
51,"In a symbol of hope and of optimism, the Kenbi Land handover will ensure Larrakia people build autonomy and independence, in a partnership based on mutual respect with all other Australians.",Assertive,Other,,
52,It will ensure your hard fought rights are protected and managed according to the Belyuen group and the Larrakia people and that those rights are converted into economic opportunities.,Assertive,Other,,
53,Like Aboriginal people across our nation - you have respected your Country and have sacred and special knowledge of the environment and the ecosystems.,Assertive,Other,,
54,What happens next - is up to you.,Assertive,Other,,
55,The innovative way you have negotiated the Land Claim means the benefits derived from the settlement are shared between the Traditional Owners and the Larrakia people and community.,Assertive,Other,,
56,"My Government’s commitment is to do things with Aboriginal and Torres Strait Islander Australians, rather than doing things to them.",Commissive-A,Liberal,Vague,
57,You have the opportunity to guide the next stage ,Assertive,Other,,1.0
58,and we will walk with you on the next part of the journey.,Commissive-A,Liberal,Vague,
59,"By working together, we can ensure your hopes for your future and the future of Belyuen people and of Larrakia people, are realised.",Commissive-O,Liberal,,
60,I look forward to this land enabling strong economic growth and empowerment for the Larrakia people. ,Assertive-V,Liberal,,
61,"One of the most important objectives - in some ways the most important - must be greater economic empowerment, more entrepreneurship among Aboriginal people.",Assertive,Liberal,,
62,We are supporting Aboriginal entrepreneurship in many ways.,Assertive-S,Liberal,,
63,Our Indigenous Procurement Policy overseen by Nigel Scullion is aiming to ensure three per cent of our domestic contracts let by the Commonwealth go to indigenous businesses by 2019-20.,Assertive-S,Liberal,,
64,"And last year alone, in fact in the last 10 months alone more than $150 million of contracts were let to indigenous businesses - 15 times as much as just a few years ago.",Assertive-V,Liberal,,
65,We are also delivering a $115 million indigenous entrepreneurship program to build the supply of indigenous enterprises to provide grants to indigenous businesses to get them started and also provide assistance and advice,Assertive-S,Liberal,,
66,"As I have said many times before, many, many times before, we are the most successful multicultural society in the world and what binds us together is mutual respect and that each of us is entitled to the same respect, the same dignity and the same opportunities - will see Australia as a reconciled nation with its First Peoples.",Assertive,Other,,
67,Thank you very much.,Expressive,Other,,
