Id,Sentence,Categories,Head,Target Party,Specificity,Split
31,"With the wind back, inevitable wind back I might add, of the mining construction boom.",Assertive,30,Other,,
32,"In fact, we are doing much better than surviving.",Assertive,33,Other,,
33,How has this happened?,Interrogative,34,Other,,
34,It is not by chance.,Assertive,37,Liberal,,
35,"We are recording strong growth in many sectors, information and telecommunications, tourism, financial services, retail trade and health care.",Assertive,37,Liberal,,
36,Agricultural incomes have grown strongly on the back of our export trade deals.,Assertive,37,Liberal,,
37,"All of this indicates our plan is working - a stronger and more diverse economy, with industries old and new contributing to the heavy lifting.",Assertive-V,38,Liberal,,
38,"In times like these - here citizens of the lucky country, more than ever we have to make your own luck.",Assertive,39,Other,,
39,"If we were to falter in our strong and disciplined approach to transitioning our economy, there is a real risk of us falling off the back of the pack of the world’s leading economies.",Assertive,40,Other,,
40,"Today I’m going to take you through my Coalition team’s Plan for a Stronger, New Economy.",Assertive,41,Liberal,,
41,I want to explain exactly what we mean when we talk about “Jobs and Growth”.,Assertive,42,Liberal,,
42,"I’m going to explain how the elements of our plan are designed to make Australia more innovative, more productive, and more competitive, and how our plan is working already to deliver strong growth and more jobs.",Assertive,43,Liberal,,
43,I want to stress to you why it is critical to our economic security that we stick to this plan.,Assertive,44,Liberal,,
44,"If we see our plan through over the next three years, Australians will have every reason to approach the future with great confidence and optimism.",Assertive-V,,Liberal,,
45,Half of the world’s middle class will soon reside in Asia.,Assertive,46,Other,,
46,This gives Australian business massive opportunities to grow new global markets that will deliver jobs at home.,Assertive,47#48,Other,,
47,"To seize these opportunities, we have to help ensure our businesses are nimble and competitive. ",Assertive,43,Liberal,,
48,We have to promote a vibrant culture of enterprise and innovation - in every industry from agriculture to advanced manufacturing. ,Assertive,43,Liberal,,
49,Innovation is not just for twenty-something programmers; it is the key for every firm to be successful in the 21st century.,Assertive,48,Liberal,,
50,"Our GDP grew 3.1 per cent in the year to March, faster than any of the G7 economies and well above the OECD average.",Assertive,51,Liberal,,
51,That doesn’t happen by accident.,Assertive,52#53,Liberal,,
52,You need strong economic leadership.,Assertive,54,Liberal,,
53,You need a pro-growth pro-business agenda that delivers investment and jobs.,Assertive,54,Liberal,,
54,My Government is providing that leadership and driving that plan for jobs and growth.,Assertive-V,58,Liberal,,
55,"In the last calendar year, 300,000 new jobs were created; almost two thirds of these were women.",Assertive-V,54,Liberal,,
56,The unemployment rate at 5.7 per cent is well below where it had been anticipated to be when we came into government.,Assertive-V,54,Liberal,,
57,And the Budget is now on an achievable path back to surplus.,Assertive-V,54,Liberal,,
58,Our economy and our Budget are now heading in the right direction.,Assertive-V,59,Liberal,,
59,"But to ensure our longer-term economic security, we can and must do more to stay ahead of the curve.",Assertive,43,Liberal,,
60,"Let me turn to exports, a key element, a key driver of success for us in the future.",Directive,61,Liberal,,
61,"Critical to our economic plan are our export trade deals, ensuring our businesses have premium access to the world’s largest and most dynamic economies, including our major trading partners in Asia - where within a few years will be found half of the world’s middle class consumers.",Assertive,62,Liberal,,
62,This has all happened in a few decades.,Assertive,63,Liberal,,
63,This is what I mean about the extraordinary times in which we live.,Assertive,64,Liberal,,
64,The pace and the scale of change has no precedent in human history.,Assertive,65#66,Liberal,,
65,"Our export trade deals with China, Korea and Japan are giving our farmers a competitive edge and higher prices, our tourism sector more visitors, our colleges and universities more students and they are opening the doors for all our exporters, especially services, into these giant markets.",Assertive-V,67#74,Liberal,,
66,"The Trans-Pacific Partnership free-trade agreement our Government negotiated with the United States and 10 other leading world economies awaits ratification by the US Congress and we are negotiating new trade deals with the rising economic giants, India and Indonesia.",Assertive-S,67,Liberal,,
67,The results are already strong.,Assertive-V,88,Liberal,,
68,"In the last quarter, we recorded a 4.4 per cent lift in exports, and 6 per cent for the year.",Assertive-V,67,Liberal,,
69,Services exports grew by 14 per cent over the year - the fastest growth since 2000.,Assertive-V,67,Liberal,,
70,"Now it is worth remembering that Labor, under pressure from a ferocious ACTU campaign to block ChAFTA, only agreed a minute before midnight to pass the legislation ratifying that historic trade deal.",Assertive-S,65#66#73,Labor,,
71,The Greens and Nick Xenophon are also vocal opponents of this element of our plan to generate jobs and growth.,Assertive-S,73,Other,,
72,"Only this week, the ACTU was again piling pressure on Labor, if elected, to reopen elements of these agreements.",Assertive,73,Labor,,
73,It is another pointer to the chaos and economic uncertainty likely to arise if a Labor-Greens-Independents alliance is revived at this election.,Assertive-V,,Labor,,
74,<LIST> Our export trade deals are creating jobs right across Australia and in every sector;,Assertive-V,88,Liberal,,1.0
75,<li> The fisherman Karl Krause who is getting record prices for the world’s best lobsters caught on his boat the Carmen in the waters of Northern Tasmania </li> ,Assertive-V,74,Liberal,,1.0
76,"<li> The Mornington Peninsula Brewery in Victoria, which has become the first Australian craft brewery to export to mainland China </li> ",Assertive-V,74,Liberal,,1.0
77,"<li> Grove Juice in southern Queensland which has sold almost 100,000 bottles of orange and apple juices into the Japanese and Korean markets </li> ",Assertive-V,74,Liberal,,1.0
78,"<li> Philmac the 85 year old plumbing components maker in Adelaide, now exporting to 30 countries with its innovative fittings to connect Imperial and metric gauge pipe networks </li> ",Assertive-V,74,Liberal,,1.0
79,"<li> A.H. Beard the 117 year old mattress maker, now sending a container of Australian made mattresses to China every three days </li> ",Assertive-V,74,Liberal,,1.0
80,<li> Wine makers like Warren Randall of Seppeltsfield who described the ChAFTA “as the single most important development in wine marketing” for the 39 years he has been in the business </li> ,Assertive-V,74,Liberal,,1.0
81,<li> And so many other innovators in technology and advanced manufacturing like Carbon Revolution in Geelong producing the lightest wheel rims in the world. </li> </LIST>,Assertive-V,74,Liberal,,
82,Let’s be very clear about this.,Assertive,83,Liberal,,
83,Globalisation means we are now in a much larger global market. ,Assertive,84,Liberal,,
84,More opportunities but also more competition.,Assertive,85,Liberal,,
85,"If we want to pull the doona over our head, like Labor and the Greens and pretend it’s not happening, then we will be left behind.",Assertive,86,Liberal,,
86,"We have to embrace these opportunities, seize them and win.",Assertive,87,Liberal,,
87,And we can only do that with a plan.,Assertive,88,Liberal,,
88,"We have that plan, and we can see that it is working. ",Assertive-V,14#89,Liberal,,
89,We can see that Australians can compete and win on global markets.,Assertive-V,,Liberal,,
90,Our national economic plan creates these incentives and opportunities to grow -,Assertive-V,88#91,Liberal,,1.0
91,"the risk of an alliance of Labor, the Greens, independents and the unions is that they will make it harder for enterprising Australians to take their products and ideas to the world.",Assertive-V,,Labor,,
92,Another key driver is directly supporting Australian enterprise.,Assertive,93,Liberal,,
93,"Small and medium businesses, many of them family owned businesses, are at the heart of our economy.",Assertive,94,Liberal,,
94,Their energy and commitment is vital to jobs and growth.,Assertive,95,Liberal,,
95,"Our Plan for a Strong, New Economy backs small and medium business.",Assertive-V,96,Liberal,,
96,Under our plan from July 1 businesses with a turnover of less than $10 million will receive a tax cut and access to instant asset write-offs.,Commissive-O,14#98#99,Liberal,,
97,Labor has said it will only support tax cuts to businesses which turn over less than $2 million.,Assertive,98#123#135,Labor,,
98,"That means if we are not re-elected, 100,000 small and medium businesses with turnovers between $2 and $10 million and employing 2.2 million Australians will get no support to invest, to employ, to grow.",Assertive-V,,Liberal,,
99,"The tax cuts we will keep, we will deliver will help every one of those employers, encouraging more investment in businesses, more jobs, higher retained earnings, higher real wages.",Assertive-V,,Liberal,,
100,"Until very recently, Mr Shorten was happy to say that tax cuts for business were good for jobs, growth, productivity and higher wages.",Assertive-S,97,Labor,,
101,"Let me quote to you from his interview from March, 2012:",Directive,100#104#112,Labor,,1.0
102,“Any student of Australian business and economic history since the mid-eighties knows that part of Australia's success was derived through the reduction in the company tax rate. ,Assertive,101,Labor,,
103,"We need to be able to make life easier for Australian business, which employs two in three Australians.”",Assertive,101,Labor,,
104,"Well said, you might say. ",Assertive,105,Labor,,
105,"A penetrating glimpse of the obvious, from presumably, a student of Australian business and economic history. ",Assertive,106,Labor,,
106,"Sadly the student, Mr Shorten has either lost his memory, or lost his way.",Expressive,,Labor,,
107,"The proven experience of business tax cuts is as he said in 2012, that they generate growth and jobs.",Assertive-V,112,Liberal,,
108,Basic common sense and economic principles confirm it.,Assertive,112,Liberal,,
109,Economic modelling confirms it. ,Assertive,112,Liberal,,
110,Statistical research confirms it. ,Assertive,112,Liberal,,
111,Chris Bowen has confirmed it. ,Assertive,112,Liberal,,
112,He went so far as to write a book about it.,Assertive,,Labor,,
113,"Peter Costello cut company tax, as did Paul Keating. ",Assertive-S,114,Liberal,,
114,So persuaded was he that he cut it twice!,Assertive-S,115,Liberal,,
115,"When Peter Costello reduced our company tax to 30 per cent, we were the 9th lowest in the OECD. ",Assertive-V,116,Liberal,,
116,Now we are at the uncompetitive bottom of the pack with 27 OECD nations having a lower company tax rate than us.,Assertive,96#119,Other,,
117,Since 2008 New Zealand has cut its company tax rate from 33 to 28 percent.,Assertive,116,Other,,
118,"And over the same period the UK has gradually reduced its company tax rate from 30 to 20 percent, and will further reduce it to 18 percent by 2020.",Assertive,116,Other,,
119,More investment means more jobs and higher wages. ,Assertive,120,Liberal,,
120,"As businesses put more money into their enterprise, they grow. ",Assertive,121,Liberal,,
121,As they grow they need to have more people. ,Assertive,122,Liberal,,
122,"As they grow they are more profitable, they can then pay their employees more.",Assertive,,Liberal,,
123,Labor and the Greens see a conflict between business and workers. ,Assertive,124,Labor,,
124,Well let’s try this quiz? ,Interrogative,125,Other,,
125,"Who would you rather work for - a business that is doing well, investing and growing? ",Interrogative,126,Other,,
126,"Or one that is struggling, burdened by too much tax?",Interrogative,127,Other,,
127,Struggling to succeed in markets because there isn’t the encouragement to enter them. ,Assertive,128,Other,,
128,Who would you rather work for? ,Interrogative,129,Other,,
129,"A business that is achieving well, investing more and growing, or one that is struggling? ",Interrogative,130,Other,,
130,Its obvious isn’t it? ,Interrogative,131,Other,,
131,And yet everything Labor and the Greens are doing will discourage business and discourage investment. ,Assertive-V,132,Labor,,
132,And when they do that they discourage employment.,Assertive-V,,Labor,,
133,"Now Independent Economics’ Chris Murphy, who led the tax modelling work for Labor’s Henry Tax Review when Bill Shorten was last in government, shows that the benefit to Australian consumers from our enterprise tax plan is $2.39 of benefit for every single dollar of tax cut.",Assertive-V,134,Other,,
134,Now that is exactly the kind of economic dividend for workers that was once championed very persuasively and effectively in government by Paul Keating - ,Assertive-V,135,Liberal,,1.0
135,but which is now repudiated by the modern Labor party.,Assertive-V,136,Labor,,
136,"These are economy-wide gains - the benefit of jobs and growth - that Bill Shorten is opposing, just so he can play cheap politics with his toxic attacks on “the big end of town”.",Assertive-V,137,Labor,,
137,"In the next term of Parliament, the only firms which will get enterprise tax cuts under our plan, are small-to-medium businesses that collectively employ more than 4.4 million hard-working Australians.",Commissive-O,96,Liberal,,
138,They are not big banks. ,Assertive,137,Liberal,,
139,"Overwhelmingly they are Australian-owned, hard-working family enterprises.",Assertive,137,Liberal,,
140,"Now we are backing also young Australians who need a job, young Australians who have struggled to get into the work force. ",Assertive-S,14#141,Liberal,,
141,"Scott Morrison set out an innovative PaTH Program in the budget, ",Assertive-S,142#143#144,Liberal,,1.0
142,"which will ensure that 120,000 young unemployed Australians have the opportunity to get into a job and get the experience of work.",Assertive-V,,Liberal,,
143,"The industry response to this initiative has been very encouraging, with the Motor Trades Association of Australia, representing more than 60,000 automotive businesses nationwide, signalling they will partner in this initiative. ",Assertive-V,145,Liberal,,
144,They’re looking to provide internships to 4000 of those job-seekers. ,Assertive-V,145,Liberal,,
145,"This has been a very well received initiative and it tackles that challenge, that problem of long-term youth unemployment.",Assertive-V,,Liberal,,
146,Innovation and advanced manufacturing are also key drivers of our Plan.,Assertive,147,Liberal,,
147,Our innovation and science plan will bring more great Australian ideas to market. ,Assertive-V,14,Liberal,,
148,"Under our $1.1 billion National Innovation and Science Agenda, we are offering real incentives for start-up companies in the industries on the frontier of technology.",Assertive-V,147#149,Liberal,,
149,And its worth reflecting what we’re doing there. ,Assertive,150,Liberal,,
150,We’re providing tax offsets and we’re providing relief from capital gains tax.,Assertive,151,Liberal,,
151,Why are we doing that? ,Interrogative,152,Liberal,,
152,Why does everyone agree that is a good approach? ,Interrogative,153#154,Liberal,,
153,"Because we know that if you want more of something, you reduce the tax on it. ",Assertive,155,Liberal,,
154,"If you want less of something, you increase the tax on it. ",Assertive,155,Liberal,,
155,So what we’re doing is we’re reducing tax in order to promote more investment. ,Assertive,156,Liberal,,
156,And that will deliver more investment.,Assertive-V,157,Liberal,,
157,"What Labor is doing, they are increasing taxes on investment and that can have only one consequence, of less investment and less jobs, less opportunities for Australians.",Assertive-V,,Labor,,
158,"Now to succeed in the 21st century, we need to ensure that Australia and Australians are more innovative, more technologically sophisticated. ",Assertive,159,Other,,
159,That is clear.,Assertive,160#161,Other,,
160,"Our plan will prepare our children for the jobs of the future with a greater focus on science, technology, engineering and maths and skills in digital literacy like coding. ",Commissive-A,14,Liberal,Vague,
161,"Likewise, the investment by my Government in Australia’s defence industries, is central to our plan to ensure national security and economic security for generations to come.",Commissive-A,14#162#164#165#170#172,Liberal,Vague,
162,"Under our defence industry plan, 12 offshore patrol vessels will be under construction in two years’ time. ",Commissive-O,163#166#167#168,Liberal,,
163,Australian workers building those vessels with Australian steel.,Assertive,,Liberal,,
164,"A year later, the building of nine Future Frigates will commence. ",Commissive-O,166#167#168,Liberal,,
165,"Then in 2022, we will start construction of the first of 12 regionally superior submarines, the single biggest investment in our military history.",Commissive-O,166#167#168,Liberal,,
166,"These projects will drive jobs, growth and innovation for 50 years.",Assertive-V,,Liberal,,
167,"Using the most sophisticated technology in the world, the submarine build alone creates nearly 3000 direct and indirect jobs in Australia. ",Assertive-V,,Liberal,,
168,"And it is vital to understand that our naval shipbuilding program goes well beyond these projects, well beyond the submarine project. ",Assertive,169,Liberal,,
169,"For our advanced manufacturing sector, the benefits will be decades-long, across the entire national supply chain.",Assertive-V,,Liberal,,
170,This is a commitment that puts our opponents to shame.,Assertive,,Labor,,
171,The Labor-Greens-Independent government cut more than $18 billion from Defence funding and delayed more than 100 projects.,Assertive-S,170,Labor,,
172,Our plan – our naval shipbuilding program - will transform our defence industries and sustain them for decades.,Assertive-V,173,Liberal,,
173,"And the benefits of these elements of our Plan, like all of the Plan, begin right now.",Assertive,,Liberal,,
174,Now let me turn now to Labor’s fiscal fantasy.,Assertive,175,Labor,,
175,"Our Labor opponents as you know, are inclined to push their performance measures out to a 10-year time frame, because they have no way of paying for the promises they make.",Assertive-V,,Labor,,
176,Kevin Rudd gave us a 2020 vision.,Assertive-S,175#177#178#180,Labor,,
177,"I might say, it’s been often observed, that a vision without resources is a hallucination.",Assertive-V,,Labor,,
178,The 2020 vision of Kevin Rudd crumbled in the chaos of the Labor-Greens minority government debacle.,Assertive-V,179,Labor,,
179,The result was a Budget in structural deficit and the loss of confidence and certainty in our economic future.,Assertive-V,,Labor,,
180,"Much like Kevin Rudd, now Bill Shorten wants to take us on a flight of fantasy to 2026.",Assertive-V,181,Labor,,
181,Same old Labor. ,Assertive,182,Labor,,
182,Australians will not be taken for fools.,Assertive,183,Labor,,
183,Mr Shorten could have spared us the gloss and hype of the launch of his brochure and simply told Australians the unvarnished truth.,Assertive,184,Labor,,
184,"After taxing the life out of the economy, Labor still ends up with much bigger deficits over the next four years - the forward estimates. ",Assertive-V,185,Labor,,
185,That is the plain truth from which they cannot hide.,Assertive,186,Labor,,
186,They cannot or will not tell us how much bigger these deficits will be. ,Assertive,187,Labor,,
187,"Nor have they, nor can they, offer a credible pathway back to a responsible budget position.",Assertive,188,Labor,,
188,Bill Shorten jokes about piling more and more funding promises onto his spend-o-meter.,Assertive,189,Labor,,
189,This is nothing to laugh about.,Expressive,190,Labor,,
190,Labor’s reckless approach to our nation’s public finances would have very serious consequences for the economic security of all Australians. ,Assertive-V,192,Labor,,
191,As we have heard in the warnings this week from prominent commentators and economists about the risk Labor’s trajectory of increasing deficits would pose to our credit rating.,Assertive-V,190,Labor,,
192,"Labor’s promise for the next three years is to spend more money we don’t have, slow economic growth and employment by increasing taxes on business and investment and as a consequence run higher deficits and run up more debt for our children and grandchildren to pay off. ",Assertive-V,193#194,Labor,,
193,So much for fairness. ,Assertive,,Labor,,
194,Piling more and more debt on our children and grandchildren to pay off.,Assertive,195,Labor,,
195,"Let me paint you a clear picture, by way of contrast, of what Our National Economic Plan can deliver in the life of the next Parliament.",Assertive,14#196#197#208,Liberal,,
196,This is not some over-the-horizon promise. ,Assertive,,Liberal,,
197,"It is our assessment of the positive, practical gains from a fully costed and funded Plan for jobs and growth to be delivered over the next three years.",Assertive,198#201#202#203#205#206#207,Liberal,,
198,"By 2019, over 99.5 per cent of businesses - employing nearly 40 per cent of working Australians - will be benefiting from our enterprise tax plan.",Assertive-V,199#200,Liberal,,
199,"There will not a big bank, or large multinational among them.",Assertive-V,,Liberal,,
200,"For the most part, these will be locally owned, family run businesses including your local newsagent or builder.",Assertive-V,,Liberal,,
201,"By 2019, international tourists to Australia will be spending an extra $5 billion a year in real dollars, in our economy, nearly half of this increase accounted for by tourists from China and India.",Assertive-V,,Liberal,,
202,"By 2019, there will be nearly 100,000 young Australians helped into work by our PaTH youth employment program.",Assertive-V,,Liberal,,
203,"By 2019, Australia will be shipping 1.1 million tonnes of beef worldwide – including 170,000 tonnes to China, 294,000 tonnes to Japan, 190,000 tonnes to Korea and 300,000 tonnes to the United States. ",Assertive-V,204,Liberal,,
204,"This is enough, Barnaby Joyce assures me, to make 21 billion hamburgers.",Assertive-V,,Liberal,,
205,"By 2019, our tax cuts for middle income earners will put $2.8 billion back into the pockets of around two and a half million Australians.",Assertive-V,,Liberal,,
206,"By 2019, the Budget will be well on the way to a responsible surplus, with the deficit being reduced to $5.9 billion in 2019-20, and returning to surplus the following year.",Assertive-V,,Liberal,,
207,"And by 2019, because we are living within our means we can ensure the funding we provide to schools will have grown by a further 26 per cent to $19.8 billion each year.",Assertive-V,,Liberal,,
208,That is the fundamental distinction between our approach and that of Labor.,Assertive-V,,Liberal,,
209,"Our Plan is set out in the Budget, fully costed and funded.",Assertive-V,208,Liberal,,
210,"Our commitments are bankable; our fiscal projections are prudent; and it is all part of a coherent, carefully-constructed plan that is already delivering tangible results.",Assertive-V,208,Liberal,,
211,Labor’s alternative program is a leap into the unknown - or perhaps the all too well known and bitterly remembered.,Assertive,208#212,Labor,,
212,"It is the same old Labor, built around promises they can’t pay for and will never be able to deliver.",Assertive-V,213,Labor,,
213,The flaw in the Labor Party's thinking is that they assume economic growth and just take it as a given. ,Assertive,214,Labor,,
214,"They can increase taxes, rack up more debt, spend more.",Assertive,215,Labor,,
215,"And none of this, they assume, is going to have any effect on the economy.",Assertive,216,Labor,,
216,Let’s not kid ourselves.,Assertive,217#218,Labor,,
217,"There are plenty of economic risks on the horizon, particularly in the global economy.",Assertive,219,Labor,,
218,"There are risks in the things that we can't control, like the price of iron ore, or growth projections in China, or the stability of the Eurozone.",Assertive,219,Labor,,
219,"But what I know for sure, is that we are best able to deal with these challenges, if we have a strong and resilient economy, if we have a Government with strong economic leadership which understands what drives business.",Assertive,220,Liberal,,
220,A government with an economic plan that will encourage investment and employment. ,Assertive,221#222,Liberal,,
221,That's the Government I lead. ,Assertive-V,,Liberal,,
222,That's the clear plan we have laid out. ,Assertive-V,223,Liberal,,
223,"That's the plan that will deliver us the jobs and growth in the years ahead: a strong economy, a resilient economy, backing the enterprise and commitment of Australians.",Assertive-V,,Liberal,,
224,"Only a sustainable budget, built on strong economic growth, can deliver Australians the services they want and expect, like guaranteed funding for health, education and infrastructure.",Assertive,225,Liberal,,
225,"Neither Labor nor their friends the Greens or Independents, have a credible plan to deal with the economic challenges of this the 21st century. ",Assertive-V,,Labor,,
226,Our Labor opponents have nothing to say about generating investment and enterprise. ,Assertive-V,225,Labor,,
227,"They have nothing to say about securing prosperity today, or forging the growth of the industries and jobs of the future.",Assertive-V,225,Labor,,
228,Labor’s only plan is to impose $100 billion in additional taxes over the next 10 years.,Assertive-V,225#229#230,Labor,,
229,They are proposing taxes which will actively slow economic growth. ,Assertive-V,231,Labor,,
230,"Labor’s policies would kill incentive, damage jobs and stop the successful transition of the our economy dead in its tracks.",Assertive-V,231,Labor,,
231,Let's be quite clear about this. ,Assertive,232,Liberal,,
232,You want more investment; you lower the tax on investment.,Assertive,233#234#235,Liberal,,
233,"As I said a moment ago, that is why we recently all voted to provide capital gains tax relief and offsets to encourage people to invest in start-up companies.",Assertive-S,,Liberal,,
234,That’s why we provide tax incentives for research and development. ,Assertive,,Liberal,,
235,"It’s obvious, that’s why taxes have been increased and imposed over many years on tobacco- to discourage people from smoking.",Assertive,236,Liberal,,
236,If you want less of something you increase the tax on it. ,Assertive,237,Liberal,,
237,Labor plainly wants less investment.,Assertive-V,238,Labor,,
238,"And that means less growth, less jobs.",Assertive-V,247,Labor,,
239,They’re planning to ban negative gearing - the ability of working Australians to invest and offset losses against their personal wage or salary income.,Assertive,241,Labor,,
240,"They're banning negative gearing on every single asset class - shares, business, property, commercial property, residential property - except for new dwellings.",Assertive,241,Labor,,
241,So what’s that going to do?,Interrogative,242#243,Labor,,
242,That also restricts and reduces investment.,Assertive-V,,Labor,,
243,"You reduce investment, you reduce growth and jobs.",Assertive-V,247,Labor,,
244,What about capital gains tax? ,Interrogative,245,Labor,,
245,That is a classic tax on investment and they are going to increase it by 50 per cent. ,Assertive-V,246,Labor,,
246,"Has only one result- again, less investment.",Assertive-V,247,Labor,,
247,"Now this is what awaits Australians, should we return to the chaos of a Labor-Greens alliance. ",Interrogative,248#249#251,Labor,,
248,"Less investment, less jobs, less confidence, less economic growth and more uncertainty. ",Assertive-V,,Labor,,
249,"A less secure future for all of us, but especially for those for whom we should be acting with the greatest fiduciary trust- the greatest and deepest responsibility.",Assertive-V,,Labor,,
250,Our children and our grandchildren. ,Assertive,251#252,Labor,,
251,"Labor renders their future insecure, and uncertain.",Assertive-V,,Labor,,
252,"We are ensuring with every element of our plan, that their future is secured. ",Assertive-V,14#253,Liberal,,
253,"That there will be greater opportunities for them to start a business, to find a new job, to find a better job. ",Assertive-V,254,Liberal,,
254,For them to seize the opportunities of the hour. ,Assertive-V,,Liberal,,
255,We are creating that environment with an economic plan- every element of which will deliver stronger economic growth and jobs. ,Assertive-V,252#256,Liberal,,
256,And our opponents seem determined to go in precisely the opposite direction.,Assertive-V,257,Labor,,
257,This is a very clear choice. ,Assertive,258,Other,,
258,"And so as pre-poll voting opens in the next few days, I urge all Australians to think very carefully, about the choice they are to make.",Directive,259,Other,,
259,Just a few thousand votes across a handful of seats will decide if the Greens and Independents will be once again calling the shots in a Shorten-Greens minority government.,Assertive,260,Labor,,
260,A vote for any candidate other than a Coalition candidate is a vote for this chaos.,Assertive,261,Liberal,,
261,"We have seen the effect of this dysfunction in the Senate, with vital economic reforms being blocked by Labor, Greens and the independents.",Assertive,262,Labor,,
262,That is why I called this double dissolution election.,Assertive,275,Labor,,
263,"Restoring the rule of law in our construction industry through the restoration of the Australian Building and Construction Commission, is an essential reform if Australians are to have the infrastructure they need at a price they can afford – from hospitals and schools, to office towers or apartment blocks.",Assertive,264,Liberal,,
264,"Labor, the Greens and cross-benchers blocked this reform twice in the Senate,",Assertive-S,266,Labor,,1.0
265,despite evidence to the Heydon Royal Commission showing widespread malfeasance by union officials on construction sites across the country.,Assertive-V,264,Labor,,
266,"At the latest count, there are more than 100 officials of the CFMEU before courts and tribunals on more than a thousand charges over breaches of industrial law.",Assertive-V,275,Labor,,
267,Bill Shorten in Government set up the RSRT with the express objective of putting owner drivers out of business to benefit large trucking companies whose employees were members of the TWU.,Assertive-V,268,Labor,,
268,"And it worked. 50,000 owner drivers were off the road, they were out of business, their families had no income.",Assertive-V,269,Labor,,
269,"Thankfully we were, just, able to abolish that Tribunal and keep those families in business. ",Assertive-S,270,Liberal,,
270,"But make no mistake if Labor wins this election, as it did before, the RSRT will be back - the Transport Workers Union will demand and will get its reward and family businesses once again will be the losers.",Assertive-V,275,Labor,,
271,"And, now, in Victoria, unfolding we see an outrageous attempt by the Andrews Labor Government and the United Firefighters Union to impose an effective takeover by the union of the Country Fire Authority volunteers.",Assertive-S,275,Labor,,
272,"Like the SES, like the Surf Lifesavers Associations, the CFA volunteers are vital to the fabric of our community.",Assertive,274,Liberal,,
273,We have been reminded of the selfless service of our volunteers this very week.,Assertive,274,Liberal,,
274,"And that is why we are committed to standing shoulder to shoulder with the volunteers and amending the Fair Work Act to protect volunteer organisations, like the CFA, from union takeovers.",Commissive-A,275,Liberal,Specific,
275,"That is why it is so important Australians consider their vote very carefully at this election, for both the Senate and the House of Representatives.",Assertive,276,Other,,
276,"Every single vote for the Nick Xenophon Team, the Independents or Labor or the Greens brings us closer to Bill Shorten and The Greens running Australia.",Assertive,277,Labor,,
277,"That would mean Labor’s tax hikes on investment, the Greens tax hikes on superannuation, and Nick Xenophon’s tax hikes on traded goods.",Assertive-V,278,Labor,,
278,"So now is not the time for a protest vote or a wasted vote; it is the time to use your vote in support of a strong economic plan – and to prevent a hung parliament that would bring government and our economic transition to a grinding halt, costing jobs and imperilling our future.",Assertive,279#280,Other,,
