Id,Sentence,Categories,Head,Target Party,Specificity,Split
69,$5.2 million in funding so that the voices are heard and the promises are kept.,Commissive-A,,Labor,Specific,
70,Providing a fair go for women at work reaches beyond a government's duty as a good employer.,Assertive,71,Labor,,
71,"Australians must make it easier for women juggling career and family, especially in the years before their children go to school.",Assertive,72,Labor,,
72,"If we do not have proper paid parental leave in this country, we will never redefine caring responsibilities.",Assertive,73,Labor,,
73,Paid parental leave allows new mums to spend precious time with a new baby.,Assertive,74,Labor,,
74,"The national scheme introduced in 2011 has already helped 700,000 mothers.",Assertive-V,75#76,Labor,,
75,Our paid parental leave policy serves as a national minimum standard.,Assertive-V,77,Labor,,
76,A foundation for employers and employees to build upon.,Assertive-V,77,Labor,,
77,The Liberals either don't understand that or they just don't care.,Assertive-V,78,Liberal,,
78,"There is no other possible explanation for the extraordinary vendetta they have pursued against 80,000 nurses, police, retail workers and defence force personnel who have traded off wages to negotiate additional leave as part of their employment.",Assertive-V,79,Liberal,,
79,"A contract negotiated between these groups of workers and their employer, forgoing wages for the additional benefit of leave.",Assertive-V,80,Liberal,,
80,"To describe this as 'double dipping', and those words are actually the title of the legislation still on the Liberal books, ",Assertive-S,81,Liberal,,1.0
81,is as idiotic as it is insulting.,Expressive,82,Liberal,,
82,Australian employers should be competing to offer the best package for working parents.,Assertive,83,Labor,,
83,Employers should be competing for who can show the best understanding of how valuable a few extra weeks can be when you are caring for a baby who is growing and changing every day.,Assertive,84,Labor,,
84,This is why a Labor Government will guarantee working mothers will continue to have a minimum of 18 weeks paid parental leave at the minimum wage.,Commissive-A,85,Labor,Specific,
85,"A strong foundation, not a glass ceiling.",Assertive-V,,Labor,,
86,"As babies become toddlers, the growing costs and shrinking availability of quality childcare has become one of the biggest single pressures on Australian families.",Assertive,87,Labor,,
87,Every day I meet parents who are either watching the costs of childcare gobble up their pay packet or have simply given up waiting for a childcare place to become free altogether.,Assertive,88,Labor,,
88,"Now, I copped some criticism a week or two ago for saying men rely on women for childcare.",Assertive,89,Labor,,
89,But I wasn't saying this was right.,Assertive,90,Labor,,
90,I wasn't saying this was fair. ,Assertive,91,Labor,,
91,I wasn't saying things shouldn't change and aren't changing.,Assertive,92,Labor,,
92,"But overwhelmingly, let's tell the truth. ",Assertive,93,Labor,,
93,Childcare remains a responsibility that Australian men too often unfairly leave to Australian women.,Assertive,94,Labor,,
94,Women still do more than twice as many hours of unpaid work at home. ,Assertive,95,Labor,,
95,I am just looking over to my right...,Assertive,96,Labor,,1.0
96,Our nation needs to be better at recognising the contribution and the value of unpaid caring work in our economy.,Assertive,97#98,Labor,,
97,25 per cent of women nominate a lack of childcare as their reason for leaving the workforce.,Assertive,100,Labor,,
98,"In the case of men, it is 3 per cent.",Assertive,99#100,Labor,,
99,3 per cent.,Assertive,,Labor,,
100,"Affordable, available childcare is vital to closing the gender pay gap in this country.",Assertive,101,Labor,,
101,"At this election, there is a very clear choice in child care policies.",Assertive,102,Other,,
102,"For a start, we have a child-care policy.",Assertive-V,103,Labor,,
103,"The Liberals' plan, such as it is, doesn't take effect until July 2018, almost in the shadow of the next election.",Assertive-V,104,Liberal,,
104,"Think about it this way, if you really care about child care: you don't cut it, you don't change it, dump it and delay it in every single budget you deliver.",Assertive-V,105,Liberal,,
105,Labor's policy contains two fundamental benefits.,Assertive-V,106#109#111,Labor,,
106,"First, with the childcare rebate at its current level, most parents actually lose assistance if they work more than three days per week.",Assertive-V,107,Liberal,,
107,This means they have to choose between double fees or dropping out of the workforce.,Assertive-V,108,Liberal,,
108,"Our plan to increase the rebate to $10,000 eliminates that impossible choice.",Assertive-V,,Labor,,
109,"Secondly, our policy will also mean that every one of the 813,000 families who rely on the child care benefit will be up to $31 per week better off,",Assertive-V,110,Labor,,1.0
110,"compared to one in three families, who will be worse off if the Liberals are re-elected.",Assertive-V,,Liberal,,
111,"Our policy will boost participation, will help with the cost of living and give every child the access to important early learning opportunities.",Assertive-V,112,Labor,,
112,"Most importantly, it will give a fair go to working women.",Assertive-V,113,Labor,,
113,We are determined to uplift the horizons and liberate the talents of Australian women at work.,Assertive-V,114,Labor,,
114,"Equal opportunity, equal pay, full participation - that is our Labor vision.",Assertive,,Labor,,
115,"For the past week, we have been having a debate in this country about whether or not we should be planning for the next 10 years or just the next four years.",Assertive,116,Labor,,
116,As if we can't and shouldn't do both.,Assertive,117,Labor,,
117,There is a lot I want to achieve for the Australia of 2025.,Assertive,,Labor,,
118,"For example, I want to lift the participation rate of Australian women in the workforce by 25 per cent, 300,000 more women at work.",Assertive,117,Labor,,
119,And I want 50 per cent of Labor's members of Parliament to be women by 2025.,Assertive,117,Labor,,
120,I want us to reduce the rate of ovarian cancer in this country by 25 per cent and increase the survival rate by 25 per cent.,Assertive,117,Labor,,
121,"A couple of weeks ago, Catherine King and I shared a morning tea with a group of Australians whose lives have been touched by it ovarian cancer.",Assertive,120#122,Labor,,
122,"Tragically, most of the stories we hear of ovarian cancer are told by grieving family members who are left behind.",Assertive,123,Labor,,
123,There are far too many sisters and mothers and partners and daughters and grandmothers and friends who do not survive this devastating disease.,Assertive,124,Labor,,
124,"A Labor government will commit new money to find a cure for ovarian cancer, and reduce the number of brilliant and precious and much-loved women whose lives are so brutally cut short.",Commissive-A,125,Labor,Vague,
125,"It is not the cost of finding the cure that matters, it is the cost of what we lose if we don't.",Assertive,126,Labor,,
126,"So I am very pleased to announce that as part of our commitment to develop a national women's health policy, ",Assertive,127,Labor,,1.0
127,a Labor government will endorse the Australian Women's Health Charter and fund the Australian Women's Health Network.,Commissive-A,,Labor,Vague,
128,"We are here today because we believe in a better Australia, and a more equal Australia.",Assertive,129,Labor,,
129,"There is no more damning measure, no more damaging manifestation of gender inequality in our society than family violence.",Assertive,130,Labor,,
130,It’s become almost a reflex for media articles and political figures to refer to the number of women killed by family violence so far in the year.,Assertive,131,Labor,,
131,This awareness is important.,Assertive,132,Labor,,
132,Acknowledging the problem does matter.,Assertive,133,Labor,,
133,"But the very clear statement we need to make, and the approach we need to take is that there is no acceptable rate of family violence.",Assertive,134,Labor,,
134,"One death, one injury, one childhood scarred is one too many.",Assertive,135#137,Labor,,
135,"When I was a candidate for the Labor leadership, I said we had to make family violence a national issue.",Assertive,136,Labor,,
136,To give voice to the powerless.,Assertive,,Labor,,
137,"Thanks to people here, thanks to people like Rosie Batty, former Police Commissioner, Ken Lay, ",Expressive,138,Labor,,1.0
138,"a growing media campaign and greater political pressure from all sides, our awareness of the problem has improved.",Assertive,139,Labor,,
139,"Most Australians no longer pull down the blinds and turn up the television to drown out the noise next door – we no longer say ‘oh, that’s a family matter’ and shrug our shoulders.",Assertive,140,Labor,,
140,But better understanding only takes us so far.,Assertive,141,Labor,,
141,People on the front line need more than our praise and our thanks.,Assertive,142,Labor,,
142,"That’s why the very first funding commitment I gave as Opposition Leader, was greater resources for community legal centres, as a signal of our priorities.",Assertive-S,143,Labor,,
143,"But there is more we need to do, to tackle the structural flaws in every part of our system, including family law - and we will have more to say.",Assertive,144,Labor,,
144,Family law is one of those very hard areas of politics.,Assertive,145,Labor,,
145,Sage people will knowingly tap their finger on their nose and say: 'You can't talk about that.',Assertive,146,Labor,,
146,But what is the point of having a family law system which re-injures the survivors of family violence?,Interrogative,147,Labor,,
147,We need to speak up about that.,Assertive,148#149#150#151,Labor,,
148,"It is wrong, it is primitive that our court process allows the perpetrator of violence to directly cross-examine an unrepresented survivor in family law disputes.",Assertive,153,Labor,,
149,It is primitive and wrong that women are paying the mortgage on houses occupied by men who have harmed them and their children.,Assertive,153,Labor,,
150,"It is wrong that the abuse of women with disability, or in aged care, goes shamefully under and unreported.",Assertive,153,Labor,,
151,"And it is wrong that even though family violence accounts for around one third of all homelessness, there are many more women who want to leave, but can't.",Assertive,152#153,Labor,,
152,"Or leave, only to return, because they have nowhere else to go.",Assertive,,Labor,,
153,This cannot just be dismissed as just about ‘attitudes’ or ‘culture’.,Assertive,154,Labor,,
154,It is a question of resources and front-line help.,Assertive,155#156,Labor,,
155,"Labor will fund the 1800 RESPECT counselling line over the life of the National Plan, as well as securing funding for OurWatch and ANROWS.",Commissive-A,159,Labor,Specific,
156,"And this morning, I announced with Tanya Plibersek and Katy Gallagher that the Labor Government if elected will provide $88 million for a new Safe Housing program for women.",Commissive-A,158#159,Labor,Specific,
157,There is an accommodation crisis for women and children fleeing family violence. ,Assertive,158,Labor,,
158,This funding for more housing and more refuges will go some way to addressing that.,Assertive-V,,Labor,,
159,This new money will stand alongside our existing commitment for more resources to help a woman stay safe in her home.,Assertive-V,160,Labor,,
160,New security systems and new locks - so it’s the perpetrator who has to find somewhere  to go.,Assertive,161,Labor,,
161,And I want to say a special thank you to Katy Gallagher and Terri Butler for the work they have put in to this crucial policy area.,Expressive,162,Labor,,
162,"It speaks volumes for the Labor values in my caucus, and their determination.",Assertive-V,,Labor,,
163,Friends,Assertive,164,Other,,1.0
164,There was an article today in the Herald and it was an interview with our Prime Minister.,Assertive,165,Liberal,,
165,And he was saying that the problem is that everyone else had too-high expectations of him.,Assertive,166,Liberal,,
166,"Let us be clear, I offer myself for the highest elected position in the land on the basis that we should set high expectations of a Prime Minister.",Assertive,167#168,Labor,,
167,"I will not simply talk about general commitments, we will be specific and practical.",Assertive,169,Labor,,
168,I will not be so out-of-touch to blame everyone else if they don't fall for my particular speeches.,Assertive,169,Labor,,
169,"But rather, if you are not prepared to measure up to the expectations that all of Australia has in you, that women of Australia have in their government, perhaps you should not be offering yourself for the position of Prime Minister.",Assertive-V,170,Liberal,,
170,I have said this election is about choices and priorities.,Assertive,171,Labor,,
171,"I have said that from the first day of this election, the equal treatment of women in Australian society is not a marginal issue.",Assertive,172,Labor,,
172,It was not a portfolio issue.,Assertive,173,Labor,,
173,The equal treatment of women in our society is a mainstream national issue.,Assertive,174,Labor,,
174,"And if we accomplish nothing else if we are elected; if we accomplish nothing else but securing the equal treatment of women in Australian society, we will be a splendid destination for our daughters and granddaughters to grow up in.",Assertive,175#176#177#178#179#180#181,Labor,,
175,It is not beyond the wit and wisdom of the Australian people to actually set a positive vision which puts women at the centre of all of our decision making.,Assertive,182,Labor,,
176,It is not beyond the capacity of Australian politics to have half of our parliamentarians women.,Assertive,182,Labor,,
177,It is not beyond the capacity of Australian business to have half of their leaders as women.,Assertive,182,Labor,,
178,It is not beyond the capacity of the Australian people to ensure that women are safe at home.,Assertive,182,Labor,,
179,"It is not beyond the capacity of this great nation, this marvellous society to make sure women are paid the same as men.",Assertive,182,Labor,,
180,"It is not beyond our capacity as a nation to ensure that child care is affordable, accessible and quality.",Assertive,182,Labor,,
181,"It is not beyond our nation's wit and wisdom to ensure that 50,000 of 100,000 graduates of science & engineering are women.",Assertive,182,Labor,,
182,It is not beyond the capacities of this nation to provide a prosperous future for all of us by the equal treatment of women.,Assertive,183,Labor,,
183,Thank you - and let's run forward to July 2nd.,Expressive,,Labor,,
