Id,Sentence,Categories,Target Party,Specificity,Split
27,and by the way other governments do invest in public transport unlike the last couple of years of the current Federal Liberal Government - ,Assertive-V,Liberal,,1.0
28,"but when they invest in public transport, they also invest in local content.",Assertive,Other,,
29,"It is understood, part of the premium for the taxpayer investing in public transport is not just easing congestion, not just making it easier for people to move around our cities and providing a cost effective alternative, it's also about creating local manufacturing, local design and advanced manufacturing jobs.",Assertive,Labor,,
30,"If we get elected on July 2, we will invest in public transport in Perth with Perth Metronet.",Commissive-A,Labor,Vague,
31,"We will invest in AdeLINK, which will see new tram lines.",Commissive-A,Labor,Vague,
32,We will work with the Victorian Labor Government to invest in the Melbourne Metro.,Commissive-A,Labor,Vague,
33,We want to create rail links in Western Sydney.,Assertive,Labor,,
34,We want to help build the Brisbane Cross-River Rail.,Assertive,Labor,,
35,That is a good series of work which will generate a decade of work for Australian manufacturing.,Assertive-V,Labor,,
36,"The other thing we are going to do in our strategy, we're going to require the employment of apprentices on Commonwealth jobs.",Assertive,Labor,,
37,For every ten people who work on Commonwealth infrastructure projects we're going to say one in every ten has to be an apprentice.,Assertive,Labor,,
38,That means we are going to provide support for apprentices.,Assertive,Labor,,
39,"Under the current Government we've seen apprenticeship numbers drop from 415,000, when the Liberals got elected barely three years ago, down now to 295,000.",Assertive-V,Liberal,,
40,Who do they think are going to do the trades of the future?,Interrogative,Liberal,,
41,It’s not enough to have a strategy to rely on 457 Visa workers and not train our own people.,Assertive-V,Liberal,,
42,We’ve got a priority for apprenticeship.,Assertive,Labor,,
43,We're going to put more of our vocational education dollar into TAFE and not the private sector with the doggie loans.,Assertive,Labor,,
44,The issue is the Commonwealth Government’s strategy for apprenticeships is to lend young people money while they do their apprenticeship.,Assertive,Liberal,,
45,"Young people, and indeed mature age apprentices, can't afford to take out more loans. ",Assertive,Liberal,,
46,Apprentices' don’t get paid a great deal of money.,Assertive,Liberal,,
47,"The idea the only strategy this government has got is to put them into debt, that’s not and apprenticeship strategy, that’s a debt strategy.",Assertive-V,Liberal,,
48,"So when you think about it, we've got infrastructure, with a big focus on public transport.",Assertive-V,Labor,,
49,We’ve got the requirement for apprentices and we're investment in apprenticeships.,Assertive-V,Labor,,
50,"But the rest of our policies we're launching here, is you don't build an economy just through infrastructure.",Assertive,Labor,,
51,We also do it through supporting local industry.,Assertive,Labor,,
52,We've got a plan to save the steel industry.,Assertive,Labor,,
53,"Arrium, as you know, employees 900 people in Victoria, One Steel at Laverton.",Assertive,Labor,,
54,"We want to see these businesses survive, so we're going to help to make it more attractive for a new purchaser to buy the business as a going concern.",Assertive,Labor,,
55,"The job of a Labor Government is to make sure we don't turn our back on an industry where the workers have been paying taxes all the time, where the companies have been delivering taxes to the Government ",Assertive,Labor,,1.0
56,"and then when the going gets tough, the Liberals say: ‘Oh just read some right wing textbook about a global level playing field and don't bother us.’",Assertive-V,Liberal,,
57,We're not that sort of people.,Assertive-V,Labor,,
58,"We understand the way you make an economy grow is you deliver ongoing continuous well-paying jobs; infrastructure, apprenticeships and backing-in steel.",Assertive,Labor,,
59,"The other things we are announcing here, is if you want to have a productive future you've got to give young people the best education possible.",Assertive,Labor,,
60,We are going to properly fund our schools.,Assertive,Labor,,
61,Some of you might have kids at government schools right now.,Assertive,Other,,
62,"You know the voluntary levy is creeping up each year, each year, putting in danger the concept of a free education.",Assertive,Labor,,
63,"What we want to do is take the pressure from schools, government and non-government, by funding them according to need.",Assertive,Labor,,
64,"You know, the suburbs around here, everywhere from Cheltenham through to Doveton right out to Cranbourne and beyond are growing suburbs.",Assertive,Other,,
65,Not every suburb is a well off suburb.,Assertive,Other,,
66,Not every parent has got a lot of money to allocate.,Assertive,Other,,
67,What we need to do is use the scarce taxes people pay.,Assertive,Labor,,
68,Parents legitimately pay taxes to Canberra in the expectation some of that will come back in the investment in their kids’ education.,Assertive,Labor,,
69,"We want to make it possible for working class kids to go to university without paying for $100,000 degrees.",Assertive,Labor,,
70,"Not every kid wants to go to university, I get that.",Assertive,Labor,,
71,We've said how we're going to help support apprenticeships.,Assertive,Labor,,
72,"But for those working class kids who get the opportunity, maybe their parents didn't get the opportunity to go to University, we want them to get there on the basis of their hard work, not the wealth of their parents.",Assertive,Labor,,
73,Our policies don't just stop at education.,Assertive,Labor,,
74,We're also highly committed to the healthcare system of Australia.,Commissive-A,Labor,Vague,
75,One of the big issues in this election is Medicare.,Assertive,Labor,,
76,"Now, Mr Turnbull thinks because he writes his signature on a piece of paper and says: ‘I won't hurt Medicare’ we've just got to believe that.",Assertive,Liberal,,
77,He writes that little note and says: ‘Nothing to see here people.,Assertive,Liberal,,
78,Move on please past the scene of the accident.’,Assertive,Liberal,,
79,"The truth of the matter is, if Malcolm Turnbull really cared about Medicare, he wouldn't be freezing Government payments to GPs for six years.",Assertive-V,Liberal,,
80,"What that freeze to GPs means for six years, is doctors are going to have to scrap bulk billing.",Assertive-V,Liberal,,
81,"You go to work every day, you pay your Medicare levy.",Assertive,Liberal,,
82,"The reasonable expectation is you don't face a big upfront fee if your kids are sick, if your parents are ageing and need to go and see a doctor, or if you've got a relative with a chronic health issue.",Assertive,Liberal,,
83,The GP freeze undermines Medicare ,Assertive-V,Liberal,,1.0
84,because Medicare is about universal health for all.,Assertive,Liberal,,
85,"The same system, it doesn't matter if you're the richest Australian or the poorest.",Assertive,Liberal,,
86,They are also increasing the price of medicine.,Assertive,Liberal,,
87,"We've said ‘no, you can't do that’.",Assertive-S,Labor,,
88,How does that help cost of living?,Interrogative,Liberal,,
89,They want to get rid of bulk billing incentives for pathology labs and x-ray operations.,Assertive,Liberal,,
90,A pathology lab is a fancy way of saying blood tests.,Assertive,Other,,
91,"You think about whatever conditions, the older you get you get more conditions and you have a blood test, a diagnosis.",Assertive,Labor,,
92,"We've got the best science, but it's no good to you if you face an upfront fee to go and get the test.",Assertive,Labor,,
93,These are big issues.,Assertive-V,Liberal,,
94,"On Medicare, I don't trust them.",Assertive,Liberal,,
95,I don't believe them.,Assertive,Liberal,,
96,"They set up a privatisation task-force,",Assertive-S,Liberal,,1.0
97,now there seems to be a game of collective amnesia from the Federal Government.,Assertive,Liberal,,
98,Finger-pointing saying 'it wasn't my idea' - ,Assertive,Liberal,,1.0
99,apparently it was no one’s idea but they spend $5 million on it.,Assertive-S,Liberal,,
100,"Apparently when people tried to find out about it, they said it was a secret Cabinet document.",Assertive,Liberal,,
101,Now Malcolm says it never went to Cabinet.,Assertive,Liberal,,
102,The Australian people aren't stupid.,Assertive,Liberal,,
103,"The Liberals don't get Medicare, they don't get bulk billing.",Assertive,Liberal,,
104,"The reason I've spoken about those as some of our priorities ahead of other areas, is not other areas aren't important, like real action on climate change.",Assertive,Labor,,
105,I’ll tell you one area that is important that helps Victorians.,Assertive,Labor,,
106,We want to deal with the opportunity for people to be able to buy their first home.,Assertive,Labor,,
107,"At the moment, you go to bid for a house and most of the bidders are people just trying to get their first house.",Assertive,Labor,,
108,"Some are property investors looking to make a profit, that's fine.",Assertive,Labor,,
109,But some are investors buying their 10th house who get a taxpayer funded subsidy to compete against your kids to buy that house.,Assertive-V,Liberal,,
110,"Your taxes are currently going to a system of negative gearing, which rewards some people to compete against your own family to buy a house.",Assertive-V,Liberal,,
111,"It's a sweet deal, I suppose, if you're getting it.",Assertive,Liberal,,
112,They're the current rules.,Assertive,Liberal,,
113,"If any of you are currently negatively geared, there's no change.",Assertive,Liberal,,
114,If you've invested under the current laws that's fine.,Assertive,Liberal,,
115,"But in the next 10 years, if I've got to find the money to pay for healthcare, if I've got to find the money to pay for public infrastructure, if I've got to find the money to help pay for schools,",Assertive,Liberal,,1.0
116,why on earth would we give corporate tax cuts of $50 billion?,Interrogative,Liberal,,
117,Why on earth would we maintain unsustainable tax concessions which favour the few?,Interrogative,Liberal,,
118,You've been a very patient groups and I appreciate it very much.,Assertive,Other,,
119,"I tell you what, this is the final proposition I want to put to you: Some of you are into politics, some of you hate politics and some of you are probably in between.",Assertive,Other,,
120,"What I would say to you is this: for those who just think ‘oh well, politics is a done deal it’s stitched up somewhere else; the big battalions, the vested interests, the banks who don't want a Royal Commission and that individuals can't change it,’ that is wrong.",Assertive,Other,,
121,"You work hard for your pay here, but if you want to make sure your kids can still go and see the doctor and still keep a bulk billing system, if you want to make sure they go to a well-resourced school, if you want to make sure there are still apprenticeships and they're not something you read about in a museum, if you want to have good public transport infrastructure which generates great quality advanced manufacturing jobs, ",Assertive,Labor,,1.0
122,vote Labor.,Directive,Labor,,
123,Thanks very much everyone.,Expressive,Other,,
