Id,Sentence,Categories,Target Party,Specificity,Split
110,"From the hundreds of meetings I’ve spoken at and the countless workplaces I’ve visited and the thousands upon thousands of people that I’ve listened to, been privileged to meet.",Assertive,Labor,,
111,I understand that Australians make hard choices every day.,Assertive,Labor,,
112,"I know that people working today rely upon penalty rates, and those who drive the long shifts count upon safe rates.",Assertive,Labor,,
113,And when terms of trade and living standards fall.,Assertive,Labor,,
114,When the the mining boom is ending and jobs are going with it.,Assertive,Labor,,
115,When workers need help to re-train and re-skill.,Assertive,Labor,,
116,When small businesses need that bit of encouragement to take risks.,Assertive,Labor,,
117,When our farmers are fighting drought and floods.,Assertive,Labor,,
118,When a whole generation of Australians feels shut out of the housing market – the great Australian dream of your own home.,Assertive,Labor,,
119,When working Mums can’t find or afford child care places.,Assertive,Labor,,
120,"One thing I understand, I know this, is that Australians don’t need a lecture from their government about hard work and hard decisions.",Assertive,Labor,,
121,The job of government is not to make to make things any tougher than they already are for people.,Assertive,Labor,,
122,Our job is to give the people of Australia more hope and more respect.,Assertive,Labor,,
123,There is no hope for Australians and no respect for their hard work if all you offer the people of Australia is a three-word slogan and a small target strategy.,Assertive,Labor,,
124,"That is why I'm so proud of Labor, ",Expressive,Labor,,1.0
125,"we’ve taken the high road of politics, outlining the most comprehensive program in a generation and how we pay for it.",Assertive,Labor,,
126,MR TURNBULL’S PLAN,Assertive,Liberal,,1.0
127,And the difference in competing economic visions has never been sharper or starker:,Assertive-V,Labor,,1.0
128,"A Labor party investing in people, in productivity, in infrastructure and technology.",Assertive-V,Labor,,
129,And a Liberal party asking for three more years on the back of one bad idea.,Assertive-V,Liberal,,
130,A $50 billion giveaway to big business.,Assertive,Liberal,,
131,$30 billion of which goes straight overseas.,Assertive-V,Liberal,,
132,This is not a plan for the Australian economy – it is foreign aid for foreign companies.,Assertive-V,Liberal,,
133,"Treasury has put a final figure on the economic benefits, such as they are.",Assertive-V,Liberal,,
134,A growth dividend of 0.1 per cent a year.,Assertive-V,Liberal,,
135,Zero. Point. One.,Assertive-V,Liberal,,
136,$50 billion dollars for a benefit that rounds down to zero.,Assertive-V,Liberal,,
137,"And when that money’s gone – our schools will still be struggling, our hospitals will be under more pressure and university degrees will commonly cost $100,000.",Assertive-V,Liberal,,
138,All that money will have built nothing – and we will never get it back.,Assertive-V,Liberal,,
139,<LIST> But at least Mr Turnbull has already told us already how he is going to fill the void it that will leave in the Budget.,Assertive,Liberal,,
140,"<li> A 15 per cent GST, on everything. </li> ",Assertive,Liberal,,
141,<li> Or ripping every single Commonwealth dollar out of every single government school. </li> ,Assertive,Liberal,,
142,<li> And letting the states loose to charge their own income tax. </li> </LIST>,Assertive,Liberal,,
143,"Make no mistake, if the Liberals win, we shouldn’t be worried about Mr Turnbull breaking his promises, we should be worried about him keeping his promises.",Assertive,Liberal,,
144,BANKS ROYAL COMMISSION,Assertive,Labor,,1.0
145,"Mr Turnbull’s plan, such as it is, means a $7.4 billion windfall for Westpac, ANZ, the Commonwealth Bank and NAB.",Assertive-V,Liberal,,
146,"Three out of four of these are under investigation for rigging the interest rates of Australians trying to save for a home, pay-off a mortgage or plan for a self-funded retirement.",Assertive,Liberal,,
147,CommInsure recently denied compensation to a policy-holder because he had – and this is a real quote – because he had the ‘wrong sort of heart attack’.,Assertive,Liberal,,
148,This is a time that requires more than a lofty lunchtime lecture from Malcolm Turnbull.,Assertive,Liberal,,
149,The Banks do not need a tax cut – they deserve a Royal Commission.,Assertive,Labor,,
150,NEW JOBS TAX CUT,Assertive,Labor,,1.0
151,The Australian economy needs a real jobs plan.,Assertive,Labor,,
152,"Because from Western Sydney to Northern Tassie, from regional Queensland and the Hunter Valley to the suburbs of Perth –",Assertive,Labor,,1.0
153,"The Australians finding it hardest to find a job are young people under 25 looking for a start, and workers over 55 displaced by change, stranded by change, looking for another chance.",Assertive,Labor,,
154,And of course the parents and carers returning to work after more than six months away.,Assertive,Labor,,
155,Labor is determined to do more to help people find work in a changing economy.,Assertive,Labor,,
156,Not by waffling about agility – but just getting on and doing the job.,Assertive,Labor,,
157,Not talking about jobs – doing something to create them.,Assertive,Labor,,
158,Hope is not found in a three-word slogan. ,Assertive,Labor,,
159,Hope is an unemployed Australian finding a job. ,Assertive,Labor,,
160,Labor gives Australians hope.,Assertive,Labor,,
161,Today I announce Labor’s new jobs tax cut for small business.,Assertive,Labor,,
162,"Under Labor, if you are a small business that has been in operation for two years or more, you will get a new tax break of up to $20,000 when you hire a parent going back to work, a carer, an Australian aged under 25 or over 55.",Commissive-O,Labor,,
163,"Supporting these Australians into work will create 30,000 new jobs every year.",Assertive-V,Labor,,
164,These people are told by the Australian community sometimes it's too hard. ,Assertive,Labor,,
165,"I'm sick and tired of seeing older Australians told that because you are over 55, just wait until you can get the pension, there is nothing more we need form you or that you can contribute.",Assertive,Labor,,
166,We will speak up in particular for the long-term young unemployed and for older Australians.,Commissive-A,Labor,Vague,
167,We have a real jobs plan and a responsible tax cut.,Assertive-V,Labor,,
168,"A plan to grow small business and help Australians fulfil their potential, as is the birthright of every Australian.",Assertive-V,Labor,,
169,Our message to small businesses and to jobseekers is one and the same:,Assertive,Labor,,1.0
170,You know who I'm talking about.,Assertive,Labor,,
171,"In the hardscrabble suburbs and postcodes of this country, where perhaps the family unit isn't working as well as we'd like it to. ",Assertive,Labor,,
172,"Or those older migrant workers in the great factories of Australia, who 30 and 40 years came off the boat and into our factories and delivered us our standard of living.",Assertive,Labor,,
173,We are a more imaginative country then we give ourselves credit for. ,Assertive,Labor,,
174,"My policies, our policies, to small business and to job seekers is one and the same:",Assertive,Labor,,1.0
175,Labor believes in you – and we will invest in you.,Assertive,Labor,,
176,No new paperwork – just new jobs.,Assertive,Labor,,
177,INFRASTRUCTURE & EDUCATION,Assertive,Labor,,1.0
178,"My friends, the two most important things for an economy in transition are: public investment in infrastructure and education.",Assertive,Labor,,
179,Building and teaching.,Assertive,Labor,,
180,Labor will do both.,Commissive-A,Labor,Vague,
181,We will turbo-charge Infrastructure and create a new ‘Concrete Bank’.,Commissive-O,Labor,,
182,We will clear away the market blockages that hold back our superannuation investing in good projects.,Commissive-O,Labor,,
183,"We will build if given the opportunity by the Australian people, the Perth Metronet, AdeLINK, the Melbourne Metro and of course Brisbane’s Cross-River Rail.",Commissive-O,Labor,,
184,And we will build the Western Sydney Rail Line connecting fast growing communities.,Commissive-O,Labor,,
185,We are committed to creating blue collar jobs as well as white collar jobs across this country – and unlocking our congested cities and suburbs.,Commissive-O,Labor,,
186,Local jobs – for local people.,Assertive,Labor,,
187,"And as a condition of every cent that flows, we will require that 1 in 10 of the workers employed in our major infrastructure projects is an Australian apprentice.",Commissive-A,Labor,Specific,
188,"We’ll back this up with 15,000 new places for apprentices – of all ages – right across the nation.",Commissive-O,Labor,,
189,And we will clean-out the dodgy private colleges undermining vocational training in this country.,Commissive-A,Labor,Vague,
190,"Because we, the Labor Party, are backing public TAFE, all the way.",Assertive,Labor,,
191,"Politics, as you understand, is about choices.",Assertive,Labor,,
192,We choose TAFE.,Assertive,Labor,,
193,We choose local content.,Assertive,Labor,,
194,We choose the apprenticeship system.,Assertive,Labor,,
195,We choose renewable energy and Australian steel because we believe advanced manufacturing has a future in this country.,Assertive,Labor,,
196,And the only three-word-slogan I want to see and hear a lot more about in the next three years is:,Assertive,Labor,,1.0
197,Made in Australia.,Assertive,Labor,,
198,SCHOOLS,Assertive,Labor,,1.0
199,We will build – and we will teach.,Commissive-A,Labor,Vague,
200,Our plan for schools means bright children are stretched in extension classes.,Assertive,Labor,,
201,But the children falling behind get the individual attention they need to catch up.,Assertive,Labor,,
202,Teachers get the resources they need and the respect they deserve.,Assertive,Labor,,
203,"And our plan means a that a new Labor Government will fully-fund the Gonski school reforms, full stop.",Commissive-A,Labor,Specific,
204,On the first day of this campaign I was fortunate to visit Cairns West Primary. ,Assertive,Other,,
205,It's one of the most disadvantaged schools in our country. ,Assertive,Labor,,
206,I got to speak to a little boy in grade 1.,Assertive,Other,,
207,"A little kid, million-dollar smile.",Assertive,Other,,
208,As the cameras whirred I said to him: ‘You’ll be on TV tonight.’,Assertive,Other,,
209,He looked at me and said: ‘We don’t have a television.’,Assertive,Other,,
210,"This is a school where Indigenous students, refugee kids, Cook Islanders and freckled redheads sit side-by-side.",Assertive,Other,,
211,Teaching children to read and write and count. ,Assertive,Other,,
212,Offering them a chance to take part in music and drama and sport.,Assertive,Other,,
213,"In the face of hardship, and many parents there doing it hard, there are great teachers and wonderful kids achieving remarkable things in that school.",Assertive,Labor,,
214,And this is a story writ large across the schools of Australia.,Assertive,Labor,,
215,"And when I think about how they keep having to do more with less, it is an outrage when the Liberals say money doesn’t make a difference in education.",Assertive-V,Liberal,,
216,Let us win this election so we put to bed forever the argument that funding schools is not an investment in our future.,Assertive,Labor,,
217,"If equality of opportunity means anything in our 21st Century, then we must deliver needs-based funding – and lock it in for the decade.",Assertive,Labor,,
218,Our children are bright and optimistic. ,Assertive,Labor,,
219,Their parents want the best for them.,Assertive,Labor,,
220,Our children and our parents deserve a government that is fulfilling their trust and their dreams.,Assertive,Labor,,
221,Australia’s future as a knowledge economy depends upon this.,Assertive,Labor,,
222,NBN,Assertive,Labor,,1.0
223,And our future as a knowledge economy depends upon the National Broadband Network.,Assertive,Labor,,
224,"Fair dinkum broadband is crucial for the science, technology, engineering and maths skills our children need.",Assertive,Labor,,
225,It’s vital to small businesses in the regions engaging in our region.,Assertive,Labor,,
226,But Mr Turnbull has made a horrible mess of the NBN.,Assertive-V,Liberal,,
227,The cost is now double what he promised – and it’s going to take as twice as long to build.,Assertive-V,Liberal,,
228,Australia’s ranking has collapsed from 30th to 60th in the world in global internet speeds.,Assertive-V,Liberal,,
229,"I suppose, this was the perfect preview for his time as Prime Minister.",Assertive-V,Liberal,,
230,"Over-promise, under-deliver and take forever to get to the point.",Assertive-V,Liberal,,
231,Australia deserves so much better than this.,Assertive,Labor,,
232,A new Labor Government will connect up to 2 million more homes and businesses to a first-rate fibre National Broadband Network.,Commissive-O,Labor,,
233,A better service and faster speeds. ,Assertive-V,Labor,,
234,An end to the buffering and connection nightmare.,Assertive-V,Labor,,
235,"You know why I say this, why I pledge this?",Interrogative,Labor,,
236,Because world-class technology is only just good enough for Australia.,Assertive,Labor,,
237,And no leader worth their salt will ever sell you second best when Australians deserve the best.,Assertive,Labor,,
238,We’re not blogging about innovation – we’re just getting on with the job.,Assertive,Labor,,
239,EQUALITY FOR WOMEN,Assertive,Labor,,1.0
240,"And talking about getting on with the job, growing a modern economy depends upon championing a modern society.",Assertive,Labor,,
241,"If our country achieves nothing else in the next decade but true equality for the women of Australia, we will be the richest nation in the world – in every sense of the word.",Assertive,Labor,,
242,<LIST> Equality for women will be a national mission for my government.,Commissive-O,Labor,,
243,"<li> A minimum of 18 weeks paid parental leave, guaranteed. </li> ",Commissive-O,Labor,,
244,"<li> Better childcare, sooner – for 800,000 working families. </li> </LIST>",Commissive-O,Labor,,
245,"And my government will provide the resources, support and leadership to tackle the most devastating and extreme manifestation of gender inequality: violence against women.",Commissive-A,Labor,Vague,
246,"We will properly fund the frontline – you know the frontline – community legal centres, counsellors and safe housing for women and children.",Commissive-A,Labor,Vague,
247,"No more delays, no more excuses.",Assertive,Labor,,
248,No more pulling down the blinds and turning up the television to drown out the noise next door.,Assertive,Labor,,
249,Family violence is not a family matter – it is a national disgrace.,Assertive,Labor,,
250,And Labor will provide the leadership to tackle it. ,Commissive-A,Labor,Vague,
251,Because we understand that a society that has men and women treated equally is capable of just about anything.,Assertive,Labor,,
252,"And we want Australia that equal society, and that is what the Labor party believes in the heart of its DNA. ",Assertive,Labor,,
253,Equal treatment for the women of Australia.,Assertive,Labor,,
254,MARRIAGE EQUALITY,Assertive,Labor,,1.0
255,And talking about leadership.,Assertive,Labor,,
256,We will provide the leadership in the Parliament to deliver marriage equality within our first 100 days.,Commissive-O,Labor,,
257,"In modern Australia, no-one should have to justify their sexuality or their love, to anyone else.",Assertive,Labor,,
258,"And instead of sitting in judgement, instead of providing a taxpayer-funded platform for homophobia,",Assertive,Labor,,1.0
259,we will gift every Australian an equal right in respect of love. ,Commissive-O,Labor,,
260,Nothing less.,Assertive-V,Labor,,
261,MENTAL HEALTH,Assertive,Labor,,1.0
262,"Friends, one of the things I’ve enjoyed most about the town hall meetings I’ve been holding is the chance to talk to Australian people around our great nation about what matters to them.",Assertive,Labor,,
263,The issues that are rarely front page news or front of our national mind.,Assertive,Labor,,
264,"So often, wherever we are in Australia, it’s often a young person who raises their hand to ask me about ice, mental health or suicide.",Assertive,Other,,
265,"We should never underestimate the resilience, the courage it takes to put up your hand and talk about a subject that is still too often skated-over and stigmatised.",Assertive,Other,,
266,There is a hidden story in our country.,Assertive,Other,,
267,Teenagers are taking days off school to attend the funerals of classmates who have taken their own life.,Assertive,Other,,
268,"Parents sitting at kitchen tables, numb with incomprehension, shattered by grief, trying to write a eulogy for their child. ",Assertive,Other,,
269,No parent should ever bury their child.,Assertive,Other,,
270,Yet seven Australians die every day at their own hand.,Assertive,Other,,
271,Every single day.,Assertive,Other,,
272,We can do better than this.,Assertive,Labor,,
273,A new Labor Government will start by providing $72 million for 12 regional suicide prevention projects.,Commissive-A,Labor,Specific,
274,"I say to people among us at the brink of despair, that we must offer more than help – we must offer hope.",Assertive,Labor,,
275,Labor will therefore provide the funding to keep Headspace centres open in their 95 locations.,Commissive-A,Labor,Specific,
276,"We will invest $9 million as the foundation of a new National Suicide Prevention Fund, to break down social stigma, to light a path out of the dark places that some of our fellow Australians find themselves in.",Commissive-A,Labor,Specific,
277,We will not rest until mental health gets the continuous national attention and national action that it deserves.,Commissive-A,Labor,Vague,
278,SAVE MEDICARE,Assertive,Labor,,1.0
279,"At gatherings of the faithful such as this, I think it’s also worth remembering that many Australians find politics exhausting rather than inspiring.",Assertive,Labor,,
280,"Who think to themselves that nothing ever changes, that it's all a done deal, that their vote never changes a thing.",Assertive,Labor,,
281,"But today I say to you, that isn't true.",Assertive,Labor,,
282,"Politics is not perfect – it never was, it never will be.",Assertive,Labor,,
283,"But if you want to know why this election will make a difference – to you, your family, your street, your workplace, to Australia’s future.",Assertive,Labor,,
284,I can give you the answer of why politics matters in one word: Medicare.,Assertive,Labor,,
285,"Friends, this election is a referendum on the future of Medicare.",Assertive,Labor,,
286,"Your individual vote will decide the fate, direction and quality of healthcare in this country.",Assertive,Labor,,
287,"Medicare is the community standard, it's the gold standard, it speaks to Australians about who we are.",Assertive,Labor,,
288,"It's an echo of an older, uncomplicated sense of solidarity, the belief that the health of any one of us matters to all of us.",Assertive,Labor,,
289,It’s also thoroughly modern economic policy.,Assertive,Labor,,
290,Lifting productivity up – keeping sick days down.,Assertive,Labor,,
291,Saving employers the expense of paying health insurance for their employees.,Assertive,Labor,,
292,"And Medicare costs Australia far less than other countries pay, and we get better care.",Assertive,Labor,,
293,"It is the job of good governments not just to preserve Medicare as it was, but to make sure it keeps up with the needs of our people.",Assertive,Labor,,
294,"But under my opponent, the Liberals have cut $650 million from bulk-billing for pathology and diagnostic imaging.",Assertive-S,Liberal,,
295,"<LIST> This will mean new out-of-pocket costs for x-rays, blood tests, pap smears, the scans for vulnerable Australians:",Assertive-V,Liberal,,1.0
296,<li> $100 for a mammogram. </li> ,Assertive-V,Liberal,,
297,"<li> $300 in diagnosis costs for a woman fighting breast cancer, </li> ",Assertive-V,Liberal,,1.0
298,"<li> Over $1000 for an Aussie dealing with melanoma, </li> </LIST>",Assertive-V,Liberal,,1.0
299,"Labor will not stand by idly and accept this on Medicare, on GPs, on specialists, on nurses and on patients.",Commissive-A,Labor,Vague,
300,"I will unfreeze the GP rebate so every Australian can afford to see the doctor, without paying Mr Turnbull’s backdoor GP tax.",Commissive-A,Labor,Specific,
301,"I will keep the price of medicine down, by scrapping the price hikes of Mr Turnbull and by investing in the PBS.",Commissive-A,Labor,Specific,
302,"And today I announce that an incoming Labor Government will reverse Mr Turnbull’s cuts to pathology and diagnostic imaging, ",Commissive-A,Labor,Specific,1.0
303,"because when you are in the fight of your life, when your family member is in the fight of their life, you need a government on your side, and we will be that government.",Assertive,Labor,,
304,"Labor will properly fund Australia's hospitals, working in cooperation with the states and as part of this, we will cut waiting times for elective surgery throughout Australia –  but also here in the West.",Commissive-A,Labor,Vague,
305,And we will contribute to the long overdue upgrade of the hardworking Nepean Hospital right in this district.,Commissive-A,Labor,Vague,
306,PRIVATISATION,Assertive,Labor,,1.0
307,"Regrettably, the Liberal cuts to Medicare are just the beginning.",Assertive-V,Liberal,,
308,We all know the endgame they’ve got in mind.,Assertive,Liberal,,
309,I saw a bloke on TV the other night who summed it up pretty well:,Assertive,Liberal,,1.0
310,"Everybody knows, you don’t set up a Medicare privatisation taskforce, unless you intend to privatise Medicare.",Assertive-V,Liberal,,
311,"First, Mr Turnbull said there was nothing wrong with this, then he said there was nothing to see here.",Assertive,Liberal,,
312,"Now the Liberals are trying to pull-off the biggest fraud of this campaign, and there is some competition for that title.",Assertive,Liberal,,
313,They're pretending their taskforce doesn’t exist and that now privatising Medicare isn’t part of their plans.,Assertive,Liberal,,
314,But facts have an inconvenient way of ruining a Turnbull story.,Assertive,Liberal,,
315,Today we have new proof of their true intentions.,Assertive,Liberal,,
316,"The Liberals have given the Productivity Commission new riding instructions, to investigate privatising human services and Americanising Medicare.",Assertive-S,Liberal,,
317,"This is Mr Turnbull’s second strike on Medicare and we know he won’t stop, he won’t rest.",Assertive-V,Liberal,,
318,"Piece by piece, brick by brick – the Liberals have never liked Medicare and they want to tear it down again.",Assertive,Liberal,,
319,They want to replace it with a system where profits come before patients.,Assertive,Liberal,,
320,Where emergency wards are crammed with people who can’t afford to see a GP and the rest are turned away.,Assertive,Liberal,,
321,The Liberals are so out of touch. ,Assertive,Liberal,,
322,They just don't get how everyday people organise their lives.,Assertive,Liberal,,
323,Medicare is more than a column in a spreadsheet.,Assertive,Labor,,
324,It’s not some corporate asset to be sold-off and exported.,Assertive,Labor,,
325,"It’s not a shell company where you can rip out the heart, keep the brand and outsource the responsibility.",Assertive,Labor,,
326,Medicare is not just another business – it is everyone’s business.,Assertive,Labor,,
327,It belongs to all of us – it belongs in public hands.,Assertive,Labor,,
328,"Today, I proudly give Australians this guarantee, hand-on-heart, from the Labor party.",Expressive,Labor,,
329,"Labor will never support the privatisation of Medicare, full stop.",Commissive-A,Labor,Specific,
330,As we enter the latest round in a forty-year fight – we do have an undefeated champion here with us.,Assertive,Labor,,
331,"I wish to acknowledge your government Bob, you built Medicare and we stand with you now to defend it.",Assertive,Labor,,
332,We will prevail.,Assertive,Labor,,
333,CONCLUSION,Assertive,Labor,,1.0
334,At this election we’re seeking to make history –and millions of Australians are counting on us to do just that.,Assertive,Labor,,
335,"Because a close-run-race won’t do the job, I’m not interested in an honourable second-place. ",Assertive,Labor,,
336,That simply won't suffice.,Assertive,Labor,,
337,"If we want to save Medicare, if we want better schools, if we want real action on climate change and on an NBN that works, if we want to change the country for the better – we have to win. ",Assertive,Labor,,
338,And that is what we are aiming to do in the next 13 days.,Assertive,Labor,,
339,Now there are people who will tell us it can’t be done.,Assertive,Labor,,
340,"<LIST> Mind you, these are the same people who said, less than 3 years ago, Tony Abbott was unbeatable.",Assertive,Labor,,
341,<li> That the 2014 Budget was right for the times. </li> ,Assertive,Labor,,
342,<li> That National Conference would divide and break our party. </li> ,Assertive,Labor,,
343,<li> That a Royal Commission would crush our movement. </li> </LIST>,Assertive,Labor,,
344,The same people now tell us that Malcolm Turnbull is invincible.,Assertive,Labor,,
345,There is always someone willing to write Labor off –  and they are always wrong.,Assertive,Labor,,
346,This election is a battle for our generation of true believers.,Assertive,Labor,,
347,It’s our time.,Assertive,Labor,,
348,Our chance to be more than a face in the crowd.,Assertive,Labor,,
349,Our chance to make this a better country.,Assertive,Labor,,
