Id,Sentence,Categories,Target Party,Specificity,Split
38,"I will make it my mission to ensure every child, in every school, gets every opportunity for a world-class education - our kids deserve nothing less.",Commissive-O,Labor,,
39,As you know – we’re not talking about more money for more of the same.,Assertive,Labor,,
40,For teachers and principals – our policy means certainty and security. ,Assertive-V,Labor,,
41,"An end to the education wars where every three years, schools have to worry about whether there will be continuity of funding.",Assertive-V,Labor,,
42,We will give a ten-year guarantee of the right resources.,Commissive-A,Labor,Specific,
43,<li> -      More individual attention and classroom help </li> ,Commissive-O,Labor,,1.0
44,<li>  -      More support for students with special learning needs so their parents of these special kids are not made to feel like outcasts and bullies for demanding that the system help them. </li> ,Commissive-O,Labor,,
45,<li>  -      More extension programs to challenge bright kids </li> ,Commissive-O,Labor,,1.0
46,"<li> -      More choice for students – in science, in art, in music and sport. </li> ",Commissive-O,Labor,,
47,And for students and parents – it means better results – like improved literacy and numeracy.,Assertive-V,Labor,,
48,"And above all, it means a new sense of hope. ",Assertive-V,Labor,,
49,"For kids who had once only hoped to scrape through Year 12, they will now aiming for TAFE and for university, and more opportunity in their lives as adults.",Assertive-V,Labor,,
50,"This isn’t a hypothetical, this is not a bit of theorising.",Assertive,Labor,,
51,This isn’t the trickle-down economics of Mr Turnbull’s $50 billion tax cut for multinationals.,Assertive-V,Liberal,,
52,You and I have seen what teachers and their students are capable of.,Assertive,Labor,,
53,"My outstanding shadow minister for education, Kate Ellis and I have spent the week in Queensland classrooms. ",Assertive,Labor,,
54,"And by the way, we started this campaign in regional Queensland; Cairns, Rockhampton, Mackay and Townsville.",Assertive,Labor,,
55,Someone forgot to tell Mr Turnbull this week that the Brisbane line doesn't exist anymore.,Assertive,Liberal,,
56,"But what we have seen in these remarkable schools, is students falling in love with learning.",Assertive,Other,,
57,"We see the teachers selling raffle tickets, we know the stories of the parents baking cakes to help fill the holes in the school budget.",Assertive,Other,,
58,"These schools, these communities, they deserve a government prepared to help them.",Assertive,Labor,,
59,They deserve a Labor government which will do exactly what we say which is properly fund our schools.,Assertive-V,Labor,,
60,$725 million more alone to back up what Annastacia is doing in Queensland for Queensland schools in 2018 and 2019.,Commissive-A,Labor,Specific,
61,"This is real money, for real improvements.",Assertive-V,Labor,,
62,Yet the Liberal party still think they can score points against our plan for schools.,Assertive-V,Liberal,,
63,"And never forget, just a month ago – this Prime Minister, in one of his trademark waffles was talking about in the perfect world...the Turnbull world, he said that it's really best if the Commonwealth doesn't bother funding those jolly blighters in the state system.",Assertive,Liberal,,
64,"The only idea he has had for education policy, seriously, is to cut every single Commonwealth dollar from every single government school.",Assertive-V,Liberal,,
65,Well let me promise the parents of Australia - the taxpayers. ,Assertive,Labor,,
66,"The taxpayers of Australia legitimately expect that when they pay their taxes to Canberra, some of that money will be returned as investments in our schools, in educating our children.",Assertive,Other,,
67,Suddenly – with the shadow of the election right upon us – after three years of cutting $30 billion from our schools…,Assertive-S,Liberal,,1.0
68,"After pretending day after day in Parliament that the cuts they made didn’t exist, or didn’t matter…",Assertive,Liberal,,1.0
69,…now the Liberals will say they will put a billion back.,Assertive-V,Liberal,,
70,"They’ve emptied buckets out of education, now they’re offering a cup-full back.",Assertive-V,Liberal,,
71,"And for this, Mr Turnbull expected a round of applause.",Assertive,Liberal,,
72,He expected Australians to forgive and forget because its never been a more exciting time.,Assertive,Liberal,,
73,But Australians remember. ,Assertive,Liberal,,
74,They remember the last time the Liberals promised ‘no cuts to education’.,Assertive,Liberal,,
75,They remember Tony Abbott’s ‘unity ticket’.,Assertive,Liberal,,
76,They remember Christopher Pyne was education minister.,Assertive,Liberal,,
77,And when they hear Liberal Ministers lecturing teachers.,Assertive,Liberal,,
78,"Telling teachers that 'you're the issue', just do more and more with less and less.",Assertive,Liberal,,
79,Waving their glasses and saying:,Assertive,Liberal,,1.0
80,“More money won’t solve the problem.”,Assertive-V,Liberal,,
81,Australians know the only people who ever say money doesn't matter are those for whom money has never been a problem.,Assertive,Liberal,,
82,Mr Turnbull thinks that the fact that he went to school with his friend David Gonski is the same as delivering Gonski to our schools.,Assertive,Liberal,,
83,But name-dropping isn’t an education policy.,Assertive,Liberal,,
84,"If you really believe in needs-based funding, than you have to deliver the funding to meet those needs.",Assertive,Liberal,,
85,We hear a lot of talk from this Prime Minister about ‘innovation’.,Assertive,Liberal,,
86,"But Australia cannot be an innovation nation, unless we are an education nation.",Assertive-V,Liberal,,
87,"We cannot compete for the jobs of the future, without great schools and better-trained, properly-paid teachers.",Assertive-V,Liberal,,
88,"We will never get smarter as a nation, or more prosperous, by cutting money from our schools.",Assertive-V,Liberal,,
89,"Friends,",Assertive,Other,,1.0
90,I tell you what will be one of the important issues in this election - education.,Assertive,Labor,,
91,"In 49 days, millions of Australians will be walking through the gates of their local school.",Assertive,Labor,,
92,In assembly halls and classrooms and gyms across our country – Australians will be voting on the future of schools in this country.,Assertive,Labor,,
93,"And when this day comes for that decision, my message to Australians is simple:",Assertive,Labor,,1.0
94,Choose Labor – because Labor has chosen education.,Directive,Labor,,
95,And I make this final promise to all of the teachers who work so hard in education - who understand better than most.,Assertive,Labor,,
96,The sort of message our society gives our kids rests in what we prioritise.,Assertive,Labor,,
97,I can give every teacher in every school this promise.,Assertive,Labor,,
98,We will restore the status of education and teaching to the right pinnacle it deserves to be.,Commissive-O,Labor,,
99,"When we tell our young people that our schools are important, we tell them what we think is important as a nation and it is education.",Assertive,Labor,,
100,Thank you everybody,Expressive,Other,,
