Id,Sentence,Categories,Target Party,Specificity,Split
26,"Everything we seek to achieve, all of our hopes, our dreams depend on strong economic growth.",Assertive,Liberal,,
27,This is not something I learned in a textbook - anymore than you did.,Assertive,Liberal,,
28,"We know that the economy is people - their lives, their futures, their security.",Assertive,Liberal,,
29,"A strong economy is one where businesses are confident of the future and are prepared to take the risk of investing, expanding and hiring.",Assertive,Liberal,,
30,Our business tax cuts encourage small and medium businesses to do just that.,Assertive-V,Liberal,,
31,"100,000 of them with turnovers of between $2m and $10m and employing 2.2 million Australians will only join smaller companies to get a tax cut on July 1 if we are re-elected.",Commissive-O,Liberal,,
32,"A strong economy means a mum whose kids are now at school and wants to work a few more days, or work full-time, will have plenty of opportunities to do so. ",Assertive,Liberal,,
33,And our childcare reforms will make it easier for her to do so too.,Assertive-V,Liberal,,
34,A strong economy means that young men and women who have left school and are looking for a job will find an employer who is hiring and happy to give them a start.,Assertive,Liberal,,
35,Our PaTH program with job training and internships will provide additional support to youth employment.,Assertive-V,Liberal,,
36,"A strong economy means we can fund our Innovation and Science Agenda to ensure our kids learn the digital skills of the 21st century, our research is commercialised to create jobs here at home and investors support start-up companies.",Assertive,Liberal,,
37,It means that a smart kid who wants to be an engineer can work at the cutting edge of technology here in Australia -,Assertive,Liberal,,1.0
38,because our advanced manufacturing is forging ahead supported by our defence industry investment plan.,Assertive-V,Liberal,,
39,"A strong economy means that senior Australians know their children will be in good jobs, their investments will deliver better returns and that Government will have growing revenues to support their pensions and health care.",Assertive,Liberal,,
40,"It means that the farmer is getting much better prices for his cattle and can afford to hire a local contractor to replace his fences, clean out a dam or build a new shed.",Assertive,Liberal,,
41,"It means the cafe, the restaurant, the hotel has more tourists and they hire more staff to cater for them.",Assertive,Liberal,,
42,All thanks to our big export trade deals.,Assertive-V,Liberal,,
43,A strong economy means that businesses and builders will be hard at work on new homes and tradesmen will have more jobs.,Assertive,Liberal,,
44,"It means that a manufacturer has more export orders, can buy more equipment, hire more workers and expand their business.",Assertive,Liberal,,
45,"A stronger economy means we can fund over $50 billion in 21st century road, rail and other infrastructure including the Western Sydney Airport and the 39,000 jobs it will create.",Assertive,Liberal,,
46,"A stronger economy means we can afford to fund world-class education and health services, including Medicare, without weighing down our children and grandchildren with more debt and deficits.",Assertive,Liberal,,
47,Fairness between generations means we must live within our means.,Assertive,Liberal,,
48,"And it also means we can afford to leave a cleaner environment to those children with programs like our $1 billion investment plan to improve water quality in the Great Barrier Reef catchment, our $1 billion Clean Energy Innovation Fund, our $1 billion National Landcare Program or our $2.55 billion Emissions Reduction Fund.",Assertive,Liberal,,
49,A strong economy means we can meet and beat our international obligations to address climate change and do so without massive hikes in electricity prices as Labor would do.,Assertive,Liberal,,
50,"So a strong economy is not about academic theory - it is about millions of Australians being able to lead better lives, with more choices, better jobs, more opportunities and when working days are ended, a more secure retirement.",Assertive,Liberal,,
51,Now we have a national economic plan because the prosperity and security of 24 million Australians depend on it.,Assertive-V,Liberal,,
52,Now succeeding in this 21st century cannot be taken for granted.,Assertive,Liberal,,
53,"Yes the opportunities have never been greater, but so is the competition, and so are the uncertainties.",Assertive,Liberal,,
54,The shockwaves in the past 48 hours from Britain’s vote to leave the European Union are a sharp reminder of the volatility in the global economy.,Assertive,Liberal,,
55,Always expect the unexpected.,Assertive,Liberal,,
56,We will need to renegotiate vital trade deals with Europe and with Britain.,Assertive-V,Liberal,,
57,"Now we concluded five in the last three years - Japan, Korea, China, Singapore and the Trans Pacific Partnership.",Assertive-S,Liberal,,
58,In six years Labor concluded none.,Assertive-S,Labor,,
59,Think about it.,Directive,Liberal,,
60,Think about it.,Directive,Liberal,,
61,Think about what those trade deals have done to drive jobs and growth around Australia.,Directive,Liberal,,
62,Think what they have done in regional Australia. ,Directive,Liberal,,
63,Think what they have done in Tasmania for example seeing stronger growth than it has in a generation. ,Directive,Liberal,,
64,Right across the country our opening up opportunities for Australian exporters in every field to those big open markets has ensured that we have been able to make a transition from a mining construction boom to the more diverse economy of the 21st century.,Assertive-V,Liberal,,
65,That is what we need.,Assertive,Liberal,,
66,"More diverse, more innovative, smarter, more productive – that’s the economy that wins, and keeps on winning.",Assertive,Liberal,,
67,"An economy that is resilient - supporting enterprise, investment and innovation so Australians can seize the opportunities of our times but also handle the challenges and headwinds.",Assertive,Liberal,,
68,So there is a clear cut choice at this election.,Assertive,Liberal,,
69,"We present our fellow Australians with a national economic plan every element of which supports more investment, stronger economic growth and more jobs.",Assertive-V,Liberal,,
70,Our plan invests over a billion dollars to promote leading-edge innovation in our industries and to prepare our children for the jobs of the future.,Assertive-V,Liberal,,
71,"Our plan promotes export trade deals the ones we have done and the ones we will do to generate thousands of new export opportunities, giving our businesses premium access to the biggest economies in our region.",Assertive-V,Liberal,,
72,Our plan invests in local defence industries to ensure every defence dollar possible supports advanced manufacturers and thousands of Australians jobs.,Assertive-V,Liberal,,
73,"Our Enterprise Tax Plan provides tax relief to tens of thousands of small-to-medium family businesses now and to all companies over time so they can invest, grow and hire more Australians.",Assertive-V,Liberal,,
74,Our plan commits to a sustainable Budget with the toughest crackdowns on multinational tax avoidance - companies found to shift profits offshore to avoid tax will pay that tax plus a large penalty rate of tax.,Assertive-V,Liberal,,
75,"Every element of our plan is fully costed and paid for - it's all there in the Budget and it guarantees record investments in health, Medicare and schools.",Assertive-V,Liberal,,
76,"And not only does it drive higher growth and more jobs, it reduces our deficits every year until we come back into balance in 2020/21.",Assertive-V,Liberal,,
77,"On the other hand, our opponents in the Labor Party have no economic plan at all.",Assertive-V,Labor,,
78,"Labor believes its best hope of being elected is to have trade union officials phone frail and elderly Australians in their homes at night, to scare them, to scare them into thinking they are about to lose something which has never been at risk.",Assertive,Labor,,
79,Bill Shorten put this Medicare lie at the heart of his election campaign.,Assertive,Labor,,
80,And they boast of how many people they have deceived.,Assertive,Labor,,
81,"That’s not an alternative government, that’s an Opposition unfit to govern.",Assertive-V,Labor,,
82,"When he’s not trying to frighten older Australians, Mr Shorten is prosecuting an anti-business, anti-growth agenda more toxic and backward-looking than any Labor leader in a generation.",Assertive-V,Labor,,
83,Tax hikes on business and investment; more special deals for his union mates; higher deficits and higher debt.,Assertive-V,Labor,,
84,Every element of his platform will discourage investment and employment. ,Assertive-V,Labor,,
85,It is a recipe for economic stagnation.,Assertive-V,Labor,,
86,His vision splendid is to run the nation like a trade union.,Assertive,Labor,,
87,Well the volunteer firefighters of Victoria know what that looks like.,Assertive,Labor,,
88,"And on every building site around Australia, honest tradesmen and builders know the high price they pay for the lawlessness and the thuggery of the CFMEU.",Assertive,Labor,,
89,"If returned at this election, we will convene a joint sitting to restore the rule of law in the construction industry and reinstate the Australian Building and Construction Commission so Australians can have the infrastructure of the 21st century that they need at a price that they can afford.",Commissive-A,Liberal,Specific,
90,Labor and the Greens will fight tooth and nail to defend their paymasters in the CFMEU.,Assertive-V,Labor,,
91,"It’s the same old Labor; a replay of the Gillard years, and another power-sharing fiasco with the Greens and Independents.",Assertive,Labor,,
92,"That is why I am urging Australians today and through this week very carefully to consider their vote, both in the House of Representatives and the Senate.",Assertive,Other,,
93,We present a stable Coalition majority Government with a positive national economic plan that secures our future - and is working today.,Assertive-V,Liberal,,
94,"The alternative at this election is a Labor Party that has lost its way, or a protest vote for Greens or Independents.",Assertive-V,Labor,,
95,"Vote for any of them and you could end up with Bill Shorten as Prime Minister in a government where unions, Greens and Independents pull the strings.",Assertive,Labor,,
96,"This will mean less investment, less employment and an economy going into reverse.",Assertive-V,Labor,,
97,It would mean higher deficits and more debt.,Assertive-V,Labor,,
98,Businesses and families would be hit by more than $100 billion in new Labor taxes including higher taxes on investment.,Assertive-V,Labor,,
99,"Housing values would fall in an already fragile property market and rents would rise, because of Labor’s investment-destroying ban on negative gearing and a 50 per cent hike in capital gains tax.",Assertive-V,Labor,,
100,"Remember the 35,000 owner-drivers, small family enterprises forced off the roads in a cynical power grab cooked up between Labor and the Transport Workers’ Union, unable to work, unable to pay the grocery bill let alone the mortgage.",Assertive-V,Labor,,
101,That’s what Bill Shorten did in his deal with the Transport Workers’ Union.,Assertive-S,Labor,,
102,"If Labor returns to power those mum-and-dad businesses will, as the TWU assures us, once again be targeted by Mr Shorten.",Assertive-V,Labor,,
103,"Like the CFA volunteer firefighters in Victoria, their independence can only be assured under a re-elected Coalition Government.",Assertive-V,Liberal,,
104,"A chaotic Labor-Greens-Independents alliance would wreck havoc on the economy, and put at risk living standards and our future opportunities.",Assertive-V,Labor,,
105,The threat is real so we need to be crystal-clear about what our votes will mean.,Assertive,Other,,
106,"When it comes to the minor parties, be they Lambie, Xenophon, Lazarus or Hanson - if you only really know the leader of a minor party, but you don’t really know their candidates, and you don’t really know their policies then don’t vote for them.",Assertive,Other,,
107,"If your local vote is for Labor, Greens or an Independent, and you are in one of the 20 or so key battleground seats across the country, ",Assertive,Labor,,1.0
108,"it is a vote for the chaos of a hung Parliament, a budget black hole, big Labor taxes, less jobs and more boats.",Assertive-V,Labor,,
109,"Only a Liberal or National vote ensures stable government, a clear economic plan, real funding for the aged, Medicare and education; more jobs and strong borders.",Assertive-V,Liberal,,
110,"So again, leave nothing in doubt.",Assertive,Liberal,,
111,Vote for your local Liberal or National in the House and in the Senate.,Directive,Liberal,,
112,Our clear economic plan is more essential than ever as we enter this period of uncertainty in global markets following the British vote to leave the European Union.,Assertive,Liberal,,
113,Great opportunities are accompanied by great challenges.,Assertive,Liberal,,
114,The upheaval reminds us there are many things in the global economy over which we have no control.,Assertive,Liberal,,
115,"Calm heads, steady hands, and a strong economic plan are critical for Australia to withstand any of those negative repercussions.",Assertive,Liberal,,
116,At a time of uncertainty the last thing we need is a Parliament in disarray.,Assertive,Liberal,,
117,We have weathered global shocks before and weathered them well.,Assertive-V,Liberal,,
118,Despite the greatest terms of trade shock in our history with the fall in global commodity prices since the peak of the mining boom; in the year to March we are growing faster than any of the G7 economies and well above the OECD average.,Assertive-V,Liberal,,
119,"In the last calendar year there were 300,000 new jobs created.",Assertive-V,Liberal,,
120,Our unemployment rate of 5.7 per cent is well beneath what was anticipated when we came to Office.,Assertive-V,Liberal,,
121,Now none of this happens by chance. ,Assertive,Liberal,,
122,"Strong economic leadership supporting hard-working Australians means that, even with difficult global headwinds, we continue to grow our economy and expand our workforce.",Assertive,Liberal,,
123,"If we see this plan through over the next three years I believe Australians will have every reason to approach the decades ahead as they do today - confident, outward-looking, secure, self-assured.",Assertive-V,Liberal,,
124,"If on the other hand, we were to falter in our plan to transition the economy, there is a real risk of Australia falling off the back of the pack of the world’s leading economies.",Assertive,Liberal,,
125,"This is no time to pull the doona over our heads – or as Labor and the Greens would have it, to pretend that the good times will just keep rolling no matter how much you tax, how much you borrow, or how much you spend.",Assertive-V,Labor,,
126,That is just not how it works in the global economy of the 21st century.,Assertive,Labor,,
127,"To seize the opportunities, we have to be competitive and to that end ensure government is not imposing additional tax burdens on businesses and families that stifle the incentives to innovate, to invest, to grow, to create jobs.",Assertive,Liberal,,
128,I know Australians are up for this challenge – I have enormous confidence in the resilience and resourcefulness of this nation.,Assertive,Liberal,,
129,And today I can announce additional policies from our Coalition team to support our national economic plan for jobs and growth.,Assertive,Liberal,,
130,As Barnaby noted we are determined to ensure that none of our regional communities across Australia are left behind as we make the transition to a stronger new economy. ,Assertive,Liberal,,
131,"As home to a third of all Australians, our regions must be at the frontline of the drive for innovation, jobs and growth.",Assertive,Liberal,,
132,"Our Regional Jobs Fund is a major commitment by the Coalition to ensure those regional communities facing difficulties in transition will be able to maintain their attraction as fantastic places to live, raise a family, work and invest.",Commissive-A,Liberal,Vague,
133,"As we build a stronger economy, it is vital that we also do all we can to ensure all Australians, especially young Australians, are not left behind.",Assertive,Liberal,,
134,That is why the Coalition will deliver a record $73.6 billion over the next four years for all Australian schools.,Commissive-A,Liberal,Specific,
135,It is a strong and fully-funded commitment to our children and their future.,Assertive-V,Liberal,,
136,"Today, I can announce an additional $48 million for scholarships under the Smith Family’s Learning for Life program.",Commissive-A,Liberal,Specific,
137,This will help disadvantaged students to complete year 12 and transition to work or further education and training.,Assertive-V,Liberal,,
138,"The Coalition will also invest $31 million in programs to encourage more girls and women to study and work in science, technology, engineering and mathematics.",Commissive-A,Liberal,Specific,
139,"Of the 4.8 million Australians aged 60 years and over, only around 20 per cent of households have a smartphone.",Assertive,Liberal,,
140,"To make their lives easier, to help them retain their independence, to keep them connected to families and friends, I am announcing today a $50 million Coalition strategy to assist seniors who want to improve their digital literacy skills.",Commissive-A,Liberal,Specific,
141,"And as announced earlier today, my Government will be investing $192 million more in frontline mental health services including twelve suicide prevention sites around Australia, ten more Headspace centres and at the same time using smart phone and other technology to make these services more accessible.",Commissive-A,Liberal,Specific,
142,"This complements our support for veterans’ mental health programs, itself a reminder that we best honour the diggers of Gallipoli and Fromelles by supporting the veterans and their families of today.",Assertive-V,Liberal,,
143,"Our Coalition plan offers practical policy solutions to strengthen the economy, strengthen our society, and leverage opportunities for a better future.",Assertive-V,Liberal,,
144,National security and economic security go hand in hand.,Assertive,Liberal,,
145,There is no higher responsibility for government than protecting our borders and ensuring that our nation is well-prepared to deal with threats to our security.,Assertive,Liberal,,
146,The historic investment by my Government in Australia’s defence industries provides our defence forces with the support they need to keep us safe.,Assertive-S,Liberal,,
147,Only a strong Australia can be a safe Australia.,Assertive,Liberal,,
148,"After six years of abject Labor neglect and indecision,",Assertive,Labor,,1.0
149,"our continuous shipbuilding strategy will ensure that Australia retains a sovereign capability to build and sustain naval vessels, securing thousands of advanced manufacturing jobs for decades to come.",Assertive-V,Liberal,,
150,"Our border protection policy depends on three pillars - boat turn-backs, offshore processing and Temporary Protection Visas.",Commissive-A,Liberal,Specific,
151,Labor has already abandoned TPVs so they do not have the same policy as we do - they don’t even claim to have the same policy as we do. ,Assertive-S,Labor,,
152,And who would trust them on the rest.,Assertive,Labor,,
153,We must never forget how Labor in government failed Australia at the border.,Assertive,Labor,,
154,Labor’s abandonment of John Howard’s proven border protection policy ,Assertive-S,Labor,,1.0
155,opened the door to the people smugglers.,Assertive-V,Labor,,
156,"The result - 50,000 unauthorised arrivals on 800 boats, 1,200 deaths at sea of which we know, over 8,000 children put into detention, 17 detention centres opened and an $11 billion border protection budget blowout.",Assertive-V,Labor,,
157,"In contrast, the Coalition has restored security at the border, integrity to our immigration program - and with it the trust of the Australian public.",Assertive-V,Liberal,,
158,I am proud to announce that today marks 700 days without a successful people-smuggling venture to our country.,Expressive,Liberal,,
159,I am also very proud to announce that we have removed every child from detention in Australia.,Expressive,Liberal,,
160,But the lesson of Labor in government is that success cannot be taken for granted and can be all too easily undone.,Assertive,Labor,,
161,"The fact is 50 Labor candidates, members and senators do not support Mr Shorten’s stated policy on boats. ",Assertive-S,Labor,,
162,"Whatever he may say today, any policy commitment would be under siege the moment Labor came to office.",Assertive-V,Labor,,
163,"In tandem with the Greens, Labor would overturn the very policies that have kept our borders secure.",Assertive-V,Labor,,
164,We know this because hope rarely triumphs over experience.,Assertive,Labor,,
165,They have failed Australia before.,Assertive,Labor,,
166,The people smugglers are looking for the earliest sign that an Australian Government will waver.,Assertive,Liberal,,
167,We must not. ,Assertive,Liberal,,
168,I will not.,Commissive-A,Liberal,Specific,
169,"The Coalition is resolute in defending the sovereignty, the security of our borders.",Commissive-O,Liberal,,
170,Our policies are tough. ,Assertive-V,Liberal,,
171,There is no doubt about that.,Assertive,Liberal,,
172,But these policies have stopped the drownings at sea. ,Assertive-V,Liberal,,
173,They have restored the integrity of and trust in our large but orderly immigration and refugee programs.,Assertive-V,Liberal,,
174,Public trust in the Government to determine who can come to Australia and how long they can stay is an essential foundation of our success as a multicultural society.,Assertive,Liberal,,
175,"It begins as Craig said with respect for the world's oldest continuous culture, that of our First Australians and extends to a celebration of our rich diversity as a nation built by immigration.",Assertive,Liberal,,
176,Strong border protection policies instil confidence.,Assertive,Liberal,,
177,A weak and failing system has the opposite effect.,Assertive,Liberal,,
178,"That is the risk in a Labor-Greens-independent alliance - they lack the conviction, they lack the will to keep our borders secure.",Assertive-V,Labor,,
179,"To protect our economic security and to protect our borders, we need a stable Coalition majority Government - not a Parliament in chaos.",Assertive-V,Liberal,,
180,To further strengthen our domestic security I announce initiatives that go to that most fundamental of liberties – the right to live without fear of violence.,Assertive,Liberal,,
181,My first announcement as Prime Minister was a new $100 million package to encourage all Australians squarely to confront the ugly truth of violence against women and children in our society.,Assertive-S,Liberal,,
182,"Today I can announce a $64 million commitment to crack down on the trafficking of illegal firearms on our streets, in particular by criminal gangs.",Commissive-A,Liberal,Specific,
183,This will extend the work of our National Anti-Gang Squad in tracking and detecting the illegal guns trade in our cities and regions and locking up those who seek to profit from it.,Assertive-V,Liberal,,
184,And it will build up the forensic and intelligence assets of the Australian Federal Police to better detect incoming shipments of illegal firearms and to go after the criminal syndicates who sell them.,Assertive-V,Liberal,,
185,The Government I lead will live within our means.,Commissive-A,Liberal,Vague,
186,This is not only the prudent thing to do - it is the right thing to do. ,Assertive,Liberal,,
187,There is nothing fair about piling a mountain of debt on the shoulders of our children and grandchildren.,Assertive-V,Liberal,,
188,And it serves as a crucial buffer against external risks and shocks.,Assertive-V,Liberal,,
189,My Coalition team is determined to show the economic leadership to ensure young Australians do not start from behind.,Assertive,Liberal,,
190,That is why I counsel all Australians against a roll of the dice on independents or minor parties.,Assertive,Other,,
191,A vote for anyone other than the Liberal and National Party candidates and there is a risk Australians will next week find themselves with Bill Shorten as Prime Minister - and no certainty at all about their future.,Assertive-V,Labor,,
192,That is why I am urging every Australian to think of this election as if their single vote will determine what sort of government we have after July the 2nd.,Directive,Other,,
193,"We can have the sort of chaotic government we see in Queensland today, with a minority Labor government trapped in policy paralysis.",Assertive-V,Labor,,
194,"Or there is the alternative model of a stable, confident administration under Premier Mike Baird here in New South Wales. ",Assertive-V,Liberal,,
195,Under Premier Baird a strong economy and strong budget position is funding new roads and rail and better health and education services.,Assertive-V,Liberal,,
196,"At this election for our nation’s leadership, I am asking Australians to make a clear choice - back a strong and stable Coalition majority Government that can press ahead with our plan for a stronger new economy.",Directive,Other,,
197,"Our plan will deliver the economic security that enables Australians to fulfil their aspirations as individuals, as families, as communities.",Assertive-V,Liberal,,
198,That is why I am asking my fellow Australians at this election to support our Coalition’s National Economic Plan for a Strong New Economy.,Directive,Liberal,,
199,"This national economic plan will secure Australia’s position for decades to come as a high-wage, first world economy of the 21st Century, with a generous social welfare safety net.",Assertive-V,Liberal,,
200,"That means a thriving business sector, where there is the confidence to create more jobs, where small family enterprises are encouraged to think big – to invest, to innovate, to grow their business and employ other Australians.",Assertive-V,Liberal,,
201,"This means an Australia competing with the world’s best in the hi-tech industries and all the other jobs of the future and a strong sustainable advanced manufacturing sector, sharing in the heavy lifting in our new economy.",Assertive-V,Liberal,,
202,"Our farmers and service industries flourishing like never before, with millions of new customers in the markets of Asia to our north, where half of the world’s middle class will soon reside.",Assertive-V,Liberal,,
203,"And only disciplined financial management can guarantee the long-term funding we need to support the hospitals and schools, the roads, the infrastructure - all the services Australians want and expect from government.",Assertive-V,Liberal,,
204,My fellow Australians we alone have the economic plan our nation needs in these times of opportunity and challenge.,Assertive-V,Liberal,,
205,We have always been a lucky country - but today more than ever we need to make our own luck.,Assertive,Liberal,,
206,Get this right and together Australians will succeed as never before.,Assertive,Liberal,,
